"","CTname","Freq","ï..CENSUS_YEAR","GEO_CODE..POR.","GEO_LEVEL","GNR","DATA_QUALITY_FLAG","ALT_GEO_CODE","DIM..Household.type.including.census.family.structure..11.","a","Notes..Household.type.including.census.family.structure..11.","Dim..Household.income.statistics..3...Member.ID...1...Total...Household.income.statistics..Note..3.","Dim..Household.income.statistics..3...Member.ID...2...Median.total.income.of.households....","Dim..Household.income.statistics..3...Member.ID...3...Median.after.tax.income.of.households...."
"27","160.03",11,2016,9330160.03,2,3.2,0,933016003,"One couple census family without other persons in the household",4,NA,"1335","124032","103104"
"28","160.03",11,2016,9330160.03,2,3.2,0,933016003,"Non-census-family households",11,NA,"420","48256","41568"
"29","160.03",11,2016,9330160.03,2,3.2,0,933016003,"With a female lone parent",9,NA,"120","65152","57984"
"30","160.03",11,2016,9330160.03,2,3.2,0,933016003,"With a male lone parent",8,NA,"35","86272","70912"
"31","160.03",11,2016,9330160.03,2,3.2,0,933016003,"Without children",5,NA,"620","96384","82842"
"32","160.03",11,2016,9330160.03,2,3.2,0,933016003,"One-census-family households without additional persons",3,NA,"1495","118400","99541"
"33","160.03",11,2016,9330160.03,2,3.2,0,933016003,"One lone-parent census family without other persons in the household",7,NA,"155","67328","59008"
"34","160.04",1,2016,9330160.04,2,3.4,0,933016004,"One couple census family without other persons in the household",4,NA,"935","107776","91699"
"35","160.04",1,2016,9330160.04,2,3.4,0,933016004,"One-census-family households without additional persons",3,NA,"1080","99456","84896"
"36","160.04",1,2016,9330160.04,2,3.4,0,933016004,"Non-census-family households",11,NA,"655","43904","38656"
"37","160.04",1,2016,9330160.04,2,3.4,0,933016004,"One lone-parent census family without other persons in the household",7,NA,"145","50773","46848"
"38","160.04",1,2016,9330160.04,2,3.4,0,933016004,"Census family households",2,NA,"1155","103083","88883"
"39","160.04",1,2016,9330160.04,2,3.4,0,933016004,"With children",6,NA,"365","136533","114432"
"40","160.04",1,2016,9330160.04,2,3.4,0,933016004,"Without children",5,NA,"565","95040","80754"
"41","160.04",1,2016,9330160.04,2,3.4,0,933016004,"Total - Household type including census family structure",1,1,"1810","77653","66560"
"42","160.04",1,2016,9330160.04,2,3.4,0,933016004,"Other census family households",10,2,"80","141056","121472"
"43","160.04",1,2016,9330160.04,2,3.4,0,933016004,"With a male lone parent",8,NA,"30","70656","59136"
"44","160.04",1,2016,9330160.04,2,3.4,0,933016004,"With a female lone parent",9,NA,"120","45312","40704"
"45","161.02",5,2016,9330161.02,2,3.4,0,933016102,"With a female lone parent",9,NA,"165","49792","46912"
"46","161.02",5,2016,9330161.02,2,3.4,0,933016102,"One couple census family without other persons in the household",4,NA,"1175","113493","96037"
"47","161.02",5,2016,9330161.02,2,3.4,0,933016102,"With a male lone parent",8,NA,"45","87296","77568"
"48","161.02",5,2016,9330161.02,2,3.4,0,933016102,"One lone-parent census family without other persons in the household",7,NA,"215","53376","48128"
"49","161.02",5,2016,9330161.02,2,3.4,0,933016102,"Without children",5,NA,"560","93440","80256"
"50","161.02",5,2016,9330161.02,2,3.4,0,933016102,"Other census family households",10,2,"160","133120","117504"
"51","161.02",5,2016,9330161.02,2,3.4,0,933016102,"One-census-family households without additional persons",3,NA,"1385","104107","88934"
"52","161.02",5,2016,9330161.02,2,3.4,0,933016102,"Census family households",2,NA,"1550","108288","91904"
"53","161.02",5,2016,9330161.02,2,3.4,0,933016102,"Total - Household type including census family structure",1,1,"2370","77824","67430"
"54","161.02",5,2016,9330161.02,2,3.4,0,933016102,"With children",6,NA,"610","130219","110387"
"55","161.02",5,2016,9330161.02,2,3.4,0,933016102,"Non-census-family households",11,NA,"825","34176","30784"
"56","161.03",1,2016,9330161.03,2,2.7,0,933016103,"With a female lone parent",9,NA,"155","71680","64128"
"57","161.03",1,2016,9330161.03,2,2.7,0,933016103,"Without children",5,NA,"700","89856","77141"
"58","161.03",1,2016,9330161.03,2,2.7,0,933016103,"Non-census-family households",11,NA,"625","44109","38272"
"59","161.03",1,2016,9330161.03,2,2.7,0,933016103,"With a male lone parent",8,NA,"45","88320","73728"
"60","161.03",1,2016,9330161.03,2,2.7,0,933016103,"One-census-family households without additional persons",3,NA,"1670","108331","93141"
"61","161.03",1,2016,9330161.03,2,2.7,0,933016103,"Other census family households",10,2,"190","147627","129280"
"62","161.03",1,2016,9330161.03,2,2.7,0,933016103,"Total - Household type including census family structure",1,1,"2485","93568","79642"
"63","161.03",1,2016,9330161.03,2,2.7,0,933016103,"Census family households",2,NA,"1860","112435","95707"
"64","161.03",1,2016,9330161.03,2,2.7,0,933016103,"One couple census family without other persons in the household",4,NA,"1475","114725","96853"
"65","161.03",1,2016,9330161.03,2,2.7,0,933016103,"One lone-parent census family without other persons in the household",7,NA,"200","73216","66901"
"66","161.03",1,2016,9330161.03,2,2.7,0,933016103,"With children",6,NA,"780","134470","112725"
"67","161.05",6,2016,9330161.05,2,3.2,0,933016105,"With a female lone parent",9,NA,"170","53632","48128"
"68","161.05",6,2016,9330161.05,2,3.2,0,933016105,"One couple census family without other persons in the household",4,NA,"1240","114322","96384"
"69","161.05",6,2016,9330161.05,2,3.2,0,933016105,"Non-census-family households",11,NA,"415","46869","40384"
"70","161.05",6,2016,9330161.05,2,3.2,0,933016105,"With a male lone parent",8,NA,"35","82688","68352"
"71","161.05",6,2016,9330161.05,2,3.2,0,933016105,"Other census family households",10,2,"175","150272","129280"
"72","161.05",6,2016,9330161.05,2,3.2,0,933016105,"Without children",5,NA,"535","93184","79462"
"73","161.05",6,2016,9330161.05,2,3.2,0,933016105,"Census family households",2,NA,"1625","109024","93152"
"74","161.05",6,2016,9330161.05,2,3.2,0,933016105,"Total - Household type including census family structure",1,1,"2040","94400","80384"
"75","161.05",6,2016,9330161.05,2,3.2,0,933016105,"One-census-family households without additional persons",3,NA,"1450","104334","89242"
"76","161.05",6,2016,9330161.05,2,3.2,0,933016105,"With children",6,NA,"705","130048","110080"
"77","161.05",6,2016,9330161.05,2,3.2,0,933016105,"One lone-parent census family without other persons in the household",7,NA,"210","57088","51456"
"78","161.06",2,2016,9330161.06,2,2.5,0,933016106,"One couple census family without other persons in the household",4,NA,"1155","121792","101998"
"79","161.06",2,2016,9330161.06,2,2.5,0,933016106,"Other census family households",10,2,"70","154880","127232"
"80","161.06",2,2016,9330161.06,2,2.5,0,933016106,"Census family households",2,NA,"1355","118816","100192"
"81","161.06",2,2016,9330161.06,2,2.5,0,933016106,"Non-census-family households",11,NA,"405","45824","39424"
"82","161.06",2,2016,9330161.06,2,2.5,0,933016106,"Without children",5,NA,"635","96853","83072"
"83","161.06",2,2016,9330161.06,2,2.5,0,933016106,"Total - Household type including census family structure",1,1,"1755","99285","84907"
"84","161.06",2,2016,9330161.06,2,2.5,0,933016106,"One-census-family households without additional persons",3,NA,"1280","115883","98253"
"85","161.06",2,2016,9330161.06,2,2.5,0,933016106,"With a male lone parent",8,NA,"30","104192","88192"
"86","161.06",2,2016,9330161.06,2,2.5,0,933016106,"With children",6,NA,"520","152235","126208"
"87","161.06",2,2016,9330161.06,2,2.5,0,933016106,"One lone-parent census family without other persons in the household",7,NA,"125","72448","65408"
"88","161.06",2,2016,9330161.06,2,2.5,0,933016106,"With a female lone parent",9,NA,"100","68864","62592"
"89","162.01",11,2016,9330162.01,2,3.1,0,933016201,"Non-census-family households",11,NA,"240","45312","39936"
"90","162.01",11,2016,9330162.01,2,3.1,0,933016201,"Other census family households",10,2,"240","125184","109056"
"91","162.01",11,2016,9330162.01,2,3.1,0,933016201,"One lone-parent census family without other persons in the household",7,NA,"165","62336","56192"
"92","162.01",11,2016,9330162.01,2,3.1,0,933016201,"One couple census family without other persons in the household",4,NA,"1185","114761","97195"
"93","162.01",11,2016,9330162.01,2,3.1,0,933016201,"With a female lone parent",9,NA,"130","60544","54144"
"94","162.01",11,2016,9330162.01,2,3.1,0,933016201,"With a male lone parent",8,NA,"30","73472","61824"
"95","162.01",11,2016,9330162.01,2,3.1,0,933016201,"One-census-family households without additional persons",3,NA,"1350","108083","92979"
"96","162.01",11,2016,9330162.01,2,3.1,0,933016201,"With children",6,NA,"725","123605","105856"
"97","162.01",11,2016,9330162.01,2,3.1,0,933016201,"Total - Household type including census family structure",1,1,"1830","100864","87366"
"98","162.01",11,2016,9330162.01,2,3.1,0,933016201,"Without children",5,NA,"460","104192","88256"
"99","162.01",11,2016,9330162.01,2,3.1,0,933016201,"Census family households",2,NA,"1585","109056","93867"
"100","162.02",5,2016,9330162.02,2,2.7,0,933016202,"One couple census family without other persons in the household",4,NA,"1215","110251","93184"
"101","162.02",5,2016,9330162.02,2,2.7,0,933016202,"Total - Household type including census family structure",1,1,"2000","103834","88869"
"102","162.02",5,2016,9330162.02,2,2.7,0,933016202,"With a female lone parent",9,NA,"105","74496","68224"
"103","162.02",5,2016,9330162.02,2,2.7,0,933016202,"One-census-family households without additional persons",3,NA,"1360","106126","90272"
"104","162.02",5,2016,9330162.02,2,2.7,0,933016202,"One lone-parent census family without other persons in the household",7,NA,"140","76416","68864"
"105","162.02",5,2016,9330162.02,2,2.7,0,933016202,"Non-census-family households",11,NA,"250","44736","39648"
"106","162.02",5,2016,9330162.02,2,2.7,0,933016202,"With a male lone parent",8,NA,"35","82944","72704"
"107","162.02",5,2016,9330162.02,2,2.7,0,933016202,"Census family households",2,NA,"1755","112589","96000"
"108","162.02",5,2016,9330162.02,2,2.7,0,933016202,"With children",6,NA,"715","123051","104448"
"109","162.02",5,2016,9330162.02,2,2.7,0,933016202,"Other census family households",10,2,"395","126464","113152"
"110","162.02",5,2016,9330162.02,2,2.7,0,933016202,"Without children",5,NA,"505","96128","82176"
"111","162.03",8,2016,9330162.03,2,3.4,0,933016203,"Total - Household type including census family structure",1,1,"2345","74272","66325"
"112","162.03",8,2016,9330162.03,2,3.4,0,933016203,"One couple census family without other persons in the household",4,NA,"1085","82432","72192"
"113","162.03",8,2016,9330162.03,2,3.4,0,933016203,"One-census-family households without additional persons",3,NA,"1275","76715","68160"
"114","162.03",8,2016,9330162.03,2,3.4,0,933016203,"With children",6,NA,"715","91072","80064"
"115","162.03",8,2016,9330162.03,2,3.4,0,933016203,"Other census family households",10,2,"525","113627","101837"
"116","162.03",8,2016,9330162.03,2,3.4,0,933016203,"Without children",5,NA,"365","65067","57813"
"117","162.03",8,2016,9330162.03,2,3.4,0,933016203,"With a female lone parent",9,NA,"165","51584","47488"
"118","162.03",8,2016,9330162.03,2,3.4,0,933016203,"Census family households",2,NA,"1795","89376","79332"
"119","162.03",8,2016,9330162.03,2,3.4,0,933016203,"Non-census-family households",11,NA,"540","33792","30720"
"120","162.03",8,2016,9330162.03,2,3.4,0,933016203,"With a male lone parent",8,NA,"35","74240","65280"
"121","162.03",8,2016,9330162.03,2,3.4,0,933016203,"One lone-parent census family without other persons in the household",7,NA,"195","53248","48256"
"122","162.04",3,2016,9330162.04,2,2.5,0,933016204,"Non-census-family households",11,NA,"200","50496","41856"
"123","162.04",3,2016,9330162.04,2,2.5,0,933016204,"With a female lone parent",9,NA,"90","57984","51840"
"124","162.04",3,2016,9330162.04,2,2.5,0,933016204,"Without children",5,NA,"530","102784","87296"
"125","162.04",3,2016,9330162.04,2,2.5,0,933016204,"With children",6,NA,"800","145152","122368"
"126","162.04",3,2016,9330162.04,2,2.5,0,933016204,"Total - Household type including census family structure",1,1,"1875","117632","99456"
"127","162.04",3,2016,9330162.04,2,2.5,0,933016204,"One lone-parent census family without other persons in the household",7,NA,"130","69888","65536"
"128","162.04",3,2016,9330162.04,2,2.5,0,933016204,"One-census-family households without additional persons",3,NA,"1460","122688","103168"
"129","162.04",3,2016,9330162.04,2,2.5,0,933016204,"Census family households",2,NA,"1680","125806","106803"
"130","162.04",3,2016,9330162.04,2,2.5,0,933016204,"Other census family households",10,2,"215","151723","127360"
"131","162.04",3,2016,9330162.04,2,2.5,0,933016204,"With a male lone parent",8,NA,"35","113408","91904"
"132","162.04",3,2016,9330162.04,2,2.5,0,933016204,"One couple census family without other persons in the household",4,NA,"1330","127013","107392"
"133","163.01",2,2016,9330163.01,2,2.5,0,933016301,"With children",6,NA,"765","122982","103424"
"134","163.01",2,2016,9330163.01,2,2.5,0,933016301,"One couple census family without other persons in the household",4,NA,"1200","109632","94784"
"135","163.01",2,2016,9330163.01,2,2.5,0,933016301,"With a female lone parent",9,NA,"110","62464","55040"
"136","163.01",2,2016,9330163.01,2,2.5,0,933016301,"Without children",5,NA,"430","85077","74112"
"137","163.01",2,2016,9330163.01,2,2.5,0,933016301,"One-census-family households without additional persons",3,NA,"1345","106240","90226"
"138","163.01",2,2016,9330163.01,2,2.5,0,933016301,"Non-census-family households",11,NA,"225","46016","39296"
"139","163.01",2,2016,9330163.01,2,2.5,0,933016301,"Total - Household type including census family structure",1,1,"1875","102473","88430"
"140","163.01",2,2016,9330163.01,2,2.5,0,933016301,"With a male lone parent",8,NA,"35","76032","63680"
"141","163.01",2,2016,9330163.01,2,2.5,0,933016301,"Other census family households",10,2,"305","128256","113344"
"142","163.01",2,2016,9330163.01,2,2.5,0,933016301,"One lone-parent census family without other persons in the household",7,NA,"140","65792","58752"
"143","163.01",2,2016,9330163.01,2,2.5,0,933016301,"Census family households",2,NA,"1650","109099","94464"
"144","163.04",5,2016,9330163.04,2,3,0,933016304,"With a male lone parent",8,NA,"35","88064","72448"
"145","163.04",5,2016,9330163.04,2,3,0,933016304,"Without children",5,NA,"440","94464","82030"
"146","163.04",5,2016,9330163.04,2,3,0,933016304,"With a female lone parent",9,NA,"100","56832","52864"
"147","163.04",5,2016,9330163.04,2,3,0,933016304,"With children",6,NA,"755","129472","108117"
"148","163.04",5,2016,9330163.04,2,3,0,933016304,"Non-census-family households",11,NA,"245","45184","39936"
"149","163.04",5,2016,9330163.04,2,3,0,933016304,"One lone-parent census family without other persons in the household",7,NA,"130","66304","59136"
"150","163.04",5,2016,9330163.04,2,3,0,933016304,"One-census-family households without additional persons",3,NA,"1325","111872","94793"
"151","163.04",5,2016,9330163.04,2,3,0,933016304,"One couple census family without other persons in the household",4,NA,"1195","116651","98475"
"152","163.04",5,2016,9330163.04,2,3,0,933016304,"Total - Household type including census family structure",1,1,"1825","106688","90432"
"153","163.04",5,2016,9330163.04,2,3,0,933016304,"Other census family households",10,2,"250","138069","121088"
"154","163.04",5,2016,9330163.04,2,3,0,933016304,"Census family households",2,NA,"1580","116181","99136"
"155","163.05",2,2016,9330163.05,2,3.3,0,933016305,"Census family households",2,NA,"1300","90065","79957"
"156","163.05",2,2016,9330163.05,2,3.3,0,933016305,"Other census family households",10,2,"365","108928","98603"
"157","163.05",2,2016,9330163.05,2,3.3,0,933016305,"With a female lone parent",9,NA,"115","51264","46976"
"158","163.05",2,2016,9330163.05,2,3.3,0,933016305,"One-census-family households without additional persons",3,NA,"930","82112","72448"
"159","163.05",2,2016,9330163.05,2,3.3,0,933016305,"With children",6,NA,"505","99584","88064"
"160","163.05",2,2016,9330163.05,2,3.3,0,933016305,"One lone-parent census family without other persons in the household",7,NA,"150","51392","47296"
"161","163.05",2,2016,9330163.05,2,3.3,0,933016305,"Non-census-family households",11,NA,"515","32192","28885"
"162","163.05",2,2016,9330163.05,2,3.3,0,933016305,"Total - Household type including census family structure",1,1,"1810","72485","64597"
"163","163.05",2,2016,9330163.05,2,3.3,0,933016305,"With a male lone parent",8,NA,"40","54400","48256"
"164","163.05",2,2016,9330163.05,2,3.3,0,933016305,"Without children",5,NA,"275","75264","65536"
"165","163.05",2,2016,9330163.05,2,3.3,0,933016305,"One couple census family without other persons in the household",4,NA,"780","89673","78677"
"166","163.06",2,2016,9330163.06,2,3.4,0,933016306,"Other census family households",10,2,"265","115541","102144"
"167","163.06",2,2016,9330163.06,2,3.4,0,933016306,"With a female lone parent",9,NA,"115","61376","54592"
"168","163.06",2,2016,9330163.06,2,3.4,0,933016306,"With a male lone parent",8,NA,"35","74240","63616"
"169","163.06",2,2016,9330163.06,2,3.4,0,933016306,"Non-census-family households",11,NA,"305","33856","30144"
"170","163.06",2,2016,9330163.06,2,3.4,0,933016306,"Census family households",2,NA,"1050","90317","78848"
"171","163.06",2,2016,9330163.06,2,3.4,0,933016306,"One-census-family households without additional persons",3,NA,"790","81152","71339"
"172","163.06",2,2016,9330163.06,2,3.4,0,933016306,"One lone-parent census family without other persons in the household",7,NA,"145","63296","56704"
"173","163.06",2,2016,9330163.06,2,3.4,0,933016306,"Without children",5,NA,"200","72277","62592"
"174","163.06",2,2016,9330163.06,2,3.4,0,933016306,"Total - Household type including census family structure",1,1,"1355","74016","66112"
"175","163.06",2,2016,9330163.06,2,3.4,0,933016306,"With children",6,NA,"440","95642","83200"
"176","163.06",2,2016,9330163.06,2,3.4,0,933016306,"One couple census family without other persons in the household",4,NA,"640","89120","76480"
"177","163.07",3,2016,9330163.07,2,2.5,0,933016307,"Non-census-family households",11,NA,"270","41856","37056"
"178","163.07",3,2016,9330163.07,2,2.5,0,933016307,"Without children",5,NA,"270","76224","67456"
"179","163.07",3,2016,9330163.07,2,2.5,0,933016307,"With a female lone parent",9,NA,"110","59968","54144"
"180","163.07",3,2016,9330163.07,2,2.5,0,933016307,"Other census family households",10,2,"280","114176","102400"
"181","163.07",3,2016,9330163.07,2,2.5,0,933016307,"With a male lone parent",8,NA,"25","66304","58432"
"182","163.07",3,2016,9330163.07,2,2.5,0,933016307,"With children",6,NA,"535","105216","91136"
"183","163.07",3,2016,9330163.07,2,2.5,0,933016307,"One-census-family households without additional persons",3,NA,"940","87637","77158"
"184","163.07",3,2016,9330163.07,2,2.5,0,933016307,"One couple census family without other persons in the household",4,NA,"805","93312","81856"
"185","163.07",3,2016,9330163.07,2,2.5,0,933016307,"Total - Household type including census family structure",1,1,"1490","85376","75410"
"186","163.07",3,2016,9330163.07,2,2.5,0,933016307,"One lone-parent census family without other persons in the household",7,NA,"130","61312","54528"
"187","163.07",3,2016,9330163.07,2,2.5,0,933016307,"Census family households",2,NA,"1220","94251","82688"
"188","163.08",1,2016,9330163.08,2,3,0,933016308,"Total - Household type including census family structure",1,1,"1265","91179","79078"
"189","163.08",1,2016,9330163.08,2,3,0,933016308,"One-census-family households without additional persons",3,NA,"825","93867","81237"
"190","163.08",1,2016,9330163.08,2,3,0,933016308,"With a female lone parent",9,NA,"75","63275","55360"
"191","163.08",1,2016,9330163.08,2,3,0,933016308,"One lone-parent census family without other persons in the household",7,NA,"110","72960","61120"
"192","163.08",1,2016,9330163.08,2,3,0,933016308,"One couple census family without other persons in the household",4,NA,"720","99413","85077"
"193","163.08",1,2016,9330163.08,2,3,0,933016308,"Other census family households",10,2,"235","116992","104192"
"194","163.08",1,2016,9330163.08,2,3,0,933016308,"With a male lone parent",8,NA,"30","81664","71936"
"195","163.08",1,2016,9330163.08,2,3,0,933016308,"With children",6,NA,"445","113984","97920"
"196","163.08",1,2016,9330163.08,2,3,0,933016308,"Non-census-family households",11,NA,"200","44373","38485"
"197","163.08",1,2016,9330163.08,2,3,0,933016308,"Census family households",2,NA,"1065","99584","86272"
"198","163.08",1,2016,9330163.08,2,3,0,933016308,"Without children",5,NA,"270","82944","72064"
"199","170.03",6,2016,9330170.03,2,4.8,0,933017003,"Other census family households",10,2,"35","153600","129536"
"200","170.03",6,2016,9330170.03,2,4.8,0,933017003,"With children",6,NA,"130","83968","75008"
"201","170.03",6,2016,9330170.03,2,4.8,0,933017003,"Total - Household type including census family structure",1,1,"2590","48192","42645"
"202","170.03",6,2016,9330170.03,2,4.8,0,933017003,"With a female lone parent",9,NA,"95","49792","43392"
"203","170.03",6,2016,9330170.03,2,4.8,0,933017003,"Without children",5,NA,"700","76544","67482"
"204","170.03",6,2016,9330170.03,2,4.8,0,933017003,"One couple census family without other persons in the household",4,NA,"825","77952","68198"
"205","170.03",6,2016,9330170.03,2,4.8,0,933017003,"Non-census-family households",11,NA,"1615","35968","32576"
"206","170.03",6,2016,9330170.03,2,4.8,0,933017003,"With a male lone parent",8,NA,"20","0","0"
"207","170.03",6,2016,9330170.03,2,4.8,0,933017003,"One-census-family households without additional persons",3,NA,"935","73399","65792"
"208","170.03",6,2016,9330170.03,2,4.8,0,933017003,"One lone-parent census family without other persons in the household",7,NA,"110","49984","45952"
"209","170.03",6,2016,9330170.03,2,4.8,0,933017003,"Census family households",2,NA,"975","75072","66381"
"210","170.04",4,2016,9330170.04,2,7.9,0,933017004,"Total - Household type including census family structure",1,1,"2295","82034","70208"
"211","170.04",4,2016,9330170.04,2,7.9,0,933017004,"Non-census-family households",11,NA,"835","46336","40448"
"212","170.04",4,2016,9330170.04,2,7.9,0,933017004,"Without children",5,NA,"715","105984","88986"
"213","170.04",4,2016,9330170.04,2,7.9,0,933017004,"With children",6,NA,"450","136192","116736"
"214","170.04",4,2016,9330170.04,2,7.9,0,933017004,"Other census family households",10,2,"140","150272","127744"
"215","170.04",4,2016,9330170.04,2,7.9,0,933017004,"With a female lone parent",9,NA,"120","43264","40576"
"216","170.04",4,2016,9330170.04,2,7.9,0,933017004,"One couple census family without other persons in the household",4,NA,"1165","116480","98048"
"217","170.04",4,2016,9330170.04,2,7.9,0,933017004,"One-census-family households without additional persons",3,NA,"1320","108672","91776"
"218","170.04",4,2016,9330170.04,2,7.9,0,933017004,"One lone-parent census family without other persons in the household",7,NA,"160","55168","49792"
"219","170.04",4,2016,9330170.04,2,7.9,0,933017004,"With a male lone parent",8,NA,"35","87808","71424"
"220","170.04",4,2016,9330170.04,2,7.9,0,933017004,"Census family households",2,NA,"1460","111488","94592"
"221","181.03",10,2016,9330181.03,2,3.1,0,933018103,"One lone-parent census family without other persons in the household",7,NA,"145","59968","53632"
"222","181.03",10,2016,9330181.03,2,3.1,0,933018103,"Other census family households",10,2,"140","158208","130560"
"223","181.03",10,2016,9330181.03,2,3.1,0,933018103,"Non-census-family households",11,NA,"505","32032","27968"
"224","181.03",10,2016,9330181.03,2,3.1,0,933018103,"With a male lone parent",8,NA,"25","93440","82688"
"225","181.03",10,2016,9330181.03,2,3.1,0,933018103,"Without children",5,NA,"555","113408","96768"
"226","181.03",10,2016,9330181.03,2,3.1,0,933018103,"Total - Household type including census family structure",1,1,"1990","98432","83136"
"227","181.03",10,2016,9330181.03,2,3.1,0,933018103,"Census family households",2,NA,"1480","125838","105062"
"228","181.03",10,2016,9330181.03,2,3.1,0,933018103,"With children",6,NA,"650","151296","125056"
"229","181.03",10,2016,9330181.03,2,3.1,0,933018103,"One couple census family without other persons in the household",4,NA,"1205","131008","109824"
"230","181.03",10,2016,9330181.03,2,3.1,0,933018103,"With a female lone parent",9,NA,"115","53376","48896"
"231","181.03",10,2016,9330181.03,2,3.1,0,933018103,"One-census-family households without additional persons",3,NA,"1350","124416","103296"
"232","181.05",8,2016,9330181.05,2,4.5,0,933018105,"Non-census-family households",11,NA,"1385","39387","35430"
"233","181.05",8,2016,9330181.05,2,4.5,0,933018105,"Other census family households",10,2,"160","132096","114859"
"234","181.05",8,2016,9330181.05,2,4.5,0,933018105,"With children",6,NA,"595","109952","94144"
"235","181.05",8,2016,9330181.05,2,4.5,0,933018105,"Without children",5,NA,"1050","74193","65650"
"236","181.05",8,2016,9330181.05,2,4.5,0,933018105,"With a female lone parent",9,NA,"255","51328","46123"
"237","181.05",8,2016,9330181.05,2,4.5,0,933018105,"With a male lone parent",8,NA,"55","87296","70144"
"238","181.05",8,2016,9330181.05,2,4.5,0,933018105,"Census family households",2,NA,"2105","81818","71339"
"239","181.05",8,2016,9330181.05,2,4.5,0,933018105,"One couple census family without other persons in the household",4,NA,"1640","84256","73856"
"240","181.05",8,2016,9330181.05,2,4.5,0,933018105,"Total - Household type including census family structure",1,1,"3490","62080","55040"
"241","181.05",8,2016,9330181.05,2,4.5,0,933018105,"One lone-parent census family without other persons in the household",7,NA,"300","54656","49621"
"242","181.05",8,2016,9330181.05,2,4.5,0,933018105,"One-census-family households without additional persons",3,NA,"1940","78994","69376"
"243","181.08",2,2016,9330181.08,2,2.9,0,933018108,"With a male lone parent",8,NA,"20","0","0"
"244","181.08",2,2016,9330181.08,2,2.9,0,933018108,"Total - Household type including census family structure",1,1,"925","107605","90880"
"245","181.08",2,2016,9330181.08,2,2.9,0,933018108,"One couple census family without other persons in the household",4,NA,"655","123904","103680"
"246","181.08",2,2016,9330181.08,2,2.9,0,933018108,"Non-census-family households",11,NA,"140","53205","45248"
"247","181.08",2,2016,9330181.08,2,2.9,0,933018108,"Other census family households",10,2,"60","136704","121856"
