"","PostCode","ID..","X","CDuid","SAC","FED96uid","FSA","DAuid","Block","Lat","Long","SLI","PR","CSD","CSDname","CSDtype","CCS","SACtype","CTname","ER","DPL","UARA","UARAtype","Rep_Point","PCtype","Comm_Name","DMT","H_DMT","Birth_Date","Ref_Date","FED96name","SACname","CDname"
"31","V1M2S2",5,80291,5915,933,59010,"V1M",59152489,9,49.168063,-122.591873,0,59,1,"Langley","DM",1,1,505,20,9959,1074,2,2,3,"LANGLEY","Z","K",19940501,19940501,"Langley - Abbotsford","Vancouver","Greater Vancouver Regional District"
"32","V1M2S2",5,154692,5915,933,59010,"V1M",59152489,4,49.171513,-122.588963,0,59,1,"Langley","DM",1,1,505,20,9959,1074,2,2,3,"LANGLEY","Z","K",19940501,19940501,"Langley - Abbotsford","Vancouver","Greater Vancouver Regional District"
"33","V1M2S2",5,149648,5915,933,59010,"V1M",59152488,2,49.169324,-122.57688,0,59,1,"Langley","DM",1,1,505,20,9959,1074,2,2,3,"LANGLEY","K","K",19950101,19000001,"Langley - Abbotsford","Vancouver","Greater Vancouver Regional District"
"34","V1M2S2",5,80453,5915,933,59010,"V1M",59152489,5,49.173264,-122.585485,1,59,1,"Langley","DM",1,1,505,20,9959,1074,2,2,3,"LANGLEY","Z","K",19940501,19940501,"Langley - Abbotsford","Vancouver","Greater Vancouver Regional District"
"35","V1M2S2",5,80571,5915,933,59010,"V1M",59152488,10,49.168318,-122.579347,0,59,1,"Langley","DM",1,1,505,20,9959,1074,2,2,3,"LANGLEY","K","K",19950101,19000001,"Langley - Abbotsford","Vancouver","Greater Vancouver Regional District"
"36","V1M2S2",5,80684,5915,933,59010,"V1M",59152488,1,49.169787,-122.577953,0,59,1,"Langley","DM",1,1,505,20,9959,1074,2,2,3,"LANGLEY","K","K",19950101,19000001,"Langley - Abbotsford","Vancouver","Greater Vancouver Regional District"
"37","V1M2S2",5,79842,5915,933,59010,"V1M",59152489,7,49.168171,-122.589682,0,59,1,"Langley","DM",1,1,505,20,9959,1074,2,2,3,"LANGLEY","Z","K",19940501,19940501,"Langley - Abbotsford","Vancouver","Greater Vancouver Regional District"
"38","V1M2S2",5,80574,5915,933,59010,"V1M",59152488,11,49.166555,-122.580571,0,59,1,"Langley","DM",1,1,505,20,9959,1074,2,2,3,"LANGLEY","K","K",19950101,19000001,"Langley - Abbotsford","Vancouver","Greater Vancouver Regional District"
"39","V1M2S2",5,80540,5915,933,59010,"V1M",59152490,9,49.160979,-122.575641,0,59,1,"Langley","DM",1,1,505,20,9959,1074,2,2,3,"LANGLEY","K","K",19950101,19000001,"Langley - Abbotsford","Vancouver","Greater Vancouver Regional District"
"40","V1M2S2",5,80531,5915,933,59010,"V1M",59152488,13,49.163905,-122.579017,1,59,1,"Langley","DM",1,1,505,20,9959,1074,2,2,3,"LANGLEY","K","K",19950101,19000001,"Langley - Abbotsford","Vancouver","Greater Vancouver Regional District"
"41","V1M2S2",5,80532,5915,933,59010,"V1M",59152488,12,49.164997,-122.582217,0,59,1,"Langley","DM",1,1,505,20,9959,1074,2,2,3,"LANGLEY","K","K",19950101,19000001,"Langley - Abbotsford","Vancouver","Greater Vancouver Regional District"
"42","V1M2S2",5,149507,5915,933,59010,"V1M",59152488,6,49.166806,-122.575955,0,59,1,"Langley","DM",1,1,505,20,9959,1074,2,2,3,"LANGLEY","K","K",19950101,19000001,"Langley - Abbotsford","Vancouver","Greater Vancouver Regional District"
"43","V1M2S2",5,80371,5915,933,59010,"V1M",59152489,2,49.169953,-122.591098,0,59,1,"Langley","DM",1,1,505,20,9959,1074,2,2,3,"LANGLEY","Z","K",19940501,19940501,"Langley - Abbotsford","Vancouver","Greater Vancouver Regional District"
"44","V1M2S2",5,152499,5915,933,59010,"V1M",59152488,15,49.163777,-122.586488,0,59,1,"Langley","DM",1,1,505,20,9959,1074,2,2,3,"LANGLEY","K","K",19950101,19000001,"Langley - Abbotsford","Vancouver","Greater Vancouver Regional District"
"45","V1M2S2",5,80049,5915,933,59010,"V1M",59152489,12,49.164716,-122.590522,0,59,1,"Langley","DM",1,1,505,20,9959,1074,2,2,3,"LANGLEY","Z","K",19940501,19940501,"Langley - Abbotsford","Vancouver","Greater Vancouver Regional District"
"46","V1M2S5",8,105796,5915,933,59010,"V1M",59152490,9,49.160979,-122.575641,0,59,1,"Langley","DM",1,1,505,20,9959,1074,2,2,3,"LANGLEY","K","K",19950101,19000001,"Langley - Abbotsford","Vancouver","Greater Vancouver Regional District"
"47","V1M2S5",8,79177,5915,933,59010,"V1M",59152488,15,49.163777,-122.586488,1,59,1,"Langley","DM",1,1,505,20,9959,1074,2,2,3,"LANGLEY","K","K",19950101,19000001,"Langley - Abbotsford","Vancouver","Greater Vancouver Regional District"
"48","V1M2S5",8,78451,5915,933,59010,"V1M",59152489,3,49.170633,-122.58965,0,59,1,"Langley","DM",1,1,505,20,9959,1074,2,2,3,"LANGLEY","Z","K",19940501,19940501,"Langley - Abbotsford","Vancouver","Greater Vancouver Regional District"
"49","V1M2S5",8,106888,5915,933,59010,"V1M",59152489,13,49.162122,-122.592061,0,59,1,"Langley","DM",1,1,505,20,9959,1074,2,2,3,"LANGLEY","Z","K",19940501,19940501,"Langley - Abbotsford","Vancouver","Greater Vancouver Regional District"
"50","V1M2S5",8,106885,5915,933,59010,"V1M",59152489,11,49.165561,-122.591787,0,59,1,"Langley","DM",1,1,505,20,9959,1074,2,2,3,"LANGLEY","Z","K",19940501,19940501,"Langley - Abbotsford","Vancouver","Greater Vancouver Regional District"
"51","V1M2S5",8,94852,5915,933,59010,"V1M",59152489,7,49.168171,-122.589682,0,59,1,"Langley","DM",1,1,505,20,9959,1074,2,2,3,"LANGLEY","Z","K",19940501,19940501,"Langley - Abbotsford","Vancouver","Greater Vancouver Regional District"
"52","V1M2S5",8,78441,5915,933,59010,"V1M",59152488,6,49.166806,-122.575955,0,59,1,"Langley","DM",1,1,505,20,9959,1074,2,2,3,"LANGLEY","K","K",19950101,19000001,"Langley - Abbotsford","Vancouver","Greater Vancouver Regional District"
"53","V1M2S5",8,78453,5915,933,59010,"V1M",59152489,8,49.168911,-122.591503,0,59,1,"Langley","DM",1,1,505,20,9959,1074,2,2,3,"LANGLEY","Z","K",19940501,19940501,"Langley - Abbotsford","Vancouver","Greater Vancouver Regional District"
"54","V1M2S5",8,106887,5915,933,59010,"V1M",59152489,12,49.164716,-122.590522,0,59,1,"Langley","DM",1,1,505,20,9959,1074,2,2,3,"LANGLEY","Z","K",19940501,19940501,"Langley - Abbotsford","Vancouver","Greater Vancouver Regional District"
"55","V1M2S5",8,105795,5915,933,59010,"V1M",59152489,15,49.170271,-122.579096,0,59,1,"Langley","DM",1,1,505,20,9959,1074,2,2,3,"LANGLEY","Z","K",19940501,19940501,"Langley - Abbotsford","Vancouver","Greater Vancouver Regional District"
"56","V1M2S5",8,79540,5915,933,59010,"V1M",59152488,12,49.164997,-122.582217,0,59,1,"Langley","DM",1,1,505,20,9959,1074,2,2,3,"LANGLEY","K","K",19950101,19000001,"Langley - Abbotsford","Vancouver","Greater Vancouver Regional District"
"57","V1M2S5",8,79182,5915,933,59010,"V1M",59152489,5,49.173264,-122.585485,1,59,1,"Langley","DM",1,1,505,20,9959,1074,2,2,3,"LANGLEY","Z","K",19940501,19940501,"Langley - Abbotsford","Vancouver","Greater Vancouver Regional District"
"58","V1M2S5",8,106882,5915,933,59010,"V1M",59152489,6,49.168269,-122.585715,0,59,1,"Langley","DM",1,1,505,20,9959,1074,2,2,3,"LANGLEY","Z","K",19940501,19940501,"Langley - Abbotsford","Vancouver","Greater Vancouver Regional District"
"59","V1M2S5",8,78450,5915,933,59010,"V1M",59152489,4,49.171513,-122.588963,0,59,1,"Langley","DM",1,1,505,20,9959,1074,2,2,3,"LANGLEY","Z","K",19940501,19940501,"Langley - Abbotsford","Vancouver","Greater Vancouver Regional District"
"60","V1M2S5",8,78442,5915,933,59010,"V1M",59152488,7,49.167373,-122.577098,0,59,1,"Langley","DM",1,1,505,20,9959,1074,2,2,3,"LANGLEY","K","K",19950101,19000001,"Langley - Abbotsford","Vancouver","Greater Vancouver Regional District"
"61","V1M2S5",8,78440,5915,933,59010,"V1M",59152488,5,49.168234,-122.574674,0,59,1,"Langley","DM",1,1,505,20,9959,1074,2,2,3,"LANGLEY","K","K",19950101,19000001,"Langley - Abbotsford","Vancouver","Greater Vancouver Regional District"
"62","V1M2S5",8,79421,5915,933,59010,"V1M",59152488,13,49.163905,-122.579017,0,59,1,"Langley","DM",1,1,505,20,9959,1074,2,2,3,"LANGLEY","K","K",19950101,19000001,"Langley - Abbotsford","Vancouver","Greater Vancouver Regional District"
"63","V1M2S5",8,106884,5915,933,59010,"V1M",59152489,10,49.16621,-122.593166,0,59,1,"Langley","DM",1,1,505,20,9959,1074,2,2,3,"LANGLEY","Z","K",19940501,19940501,"Langley - Abbotsford","Vancouver","Greater Vancouver Regional District"
"64","V1M2S5",8,79784,5915,933,59010,"V1M",59152488,14,49.166287,-122.574821,0,59,1,"Langley","DM",1,1,505,20,9959,1074,2,2,3,"LANGLEY","K","K",19950101,19000001,"Langley - Abbotsford","Vancouver","Greater Vancouver Regional District"
"65","V1M2S5",8,153537,5915,933,59010,"V1M",59152488,16,49.166146,-122.585328,0,59,1,"Langley","DM",1,1,505,20,9959,1074,2,2,3,"LANGLEY","K","K",19950101,19000001,"Langley - Abbotsford","Vancouver","Greater Vancouver Regional District"
"66","V1M2S5",8,106873,5915,933,59010,"V1M",59152488,10,49.168318,-122.579347,0,59,1,"Langley","DM",1,1,505,20,9959,1074,2,2,3,"LANGLEY","K","K",19950101,19000001,"Langley - Abbotsford","Vancouver","Greater Vancouver Regional District"
"67","V1M2S5",8,79539,5915,933,59010,"V1M",59152488,11,49.166555,-122.580571,0,59,1,"Langley","DM",1,1,505,20,9959,1074,2,2,3,"LANGLEY","K","K",19950101,19000001,"Langley - Abbotsford","Vancouver","Greater Vancouver Regional District"
"68","V1M2W8",6,105831,5915,933,59010,"V1M",59152429,6,49.17223,-122.659011,0,59,1,"Langley","DM",1,1,504.02,20,9959,1253,2,1,1,"LANGLEY","A","A",19940701,19000001,"Langley - Abbotsford","Vancouver","Greater Vancouver Regional District"
"69","V1M2W8",6,106923,5915,933,59010,"V1M",59152426,1,49.171015,-122.651085,0,59,1,"Langley","DM",1,1,504.02,20,9959,1253,2,1,1,"LANGLEY","A","A",19940701,19000001,"Langley - Abbotsford","Vancouver","Greater Vancouver Regional District"
"70","V1M2W8",6,106921,5915,933,59010,"V1M",59152425,4,49.170724,-122.648419,0,59,1,"Langley","DM",1,1,504.02,20,9959,1253,2,1,1,"LANGLEY","A","A",19940701,19000001,"Langley - Abbotsford","Vancouver","Greater Vancouver Regional District"
"71","V1M2W8",6,79583,5915,933,59010,"V1M",59152425,2,49.170728,-122.648144,0,59,1,"Langley","DM",1,1,504.02,20,9959,1253,2,1,1,"LANGLEY","A","A",19940701,19000001,"Langley - Abbotsford","Vancouver","Greater Vancouver Regional District"
"72","V1M2W8",6,104737,5915,933,59010,"V1M",59152426,1,49.171136,-122.650881,0,59,1,"Langley","DM",1,1,504.02,20,9959,1253,2,1,1,"LANGLEY","A","A",19940701,19000001,"Langley - Abbotsford","Vancouver","Greater Vancouver Regional District"
"73","V1M2W8",6,78489,5915,933,59010,"V1M",59152425,1,49.171181,-122.647779,0,59,1,"Langley","DM",1,1,504.02,20,9959,1253,2,1,1,"LANGLEY","A","A",19940701,19000001,"Langley - Abbotsford","Vancouver","Greater Vancouver Regional District"
"74","V1M2W8",6,79581,5915,933,59010,"V1M",59152368,1,49.081245,-122.652376,1,59,1,"Langley","DM",1,1,502.03,20,9959,973,1,1,1,"LANGLEY","A","A",19940701,19000001,"Langley - Abbotsford","Vancouver","Greater Vancouver Regional District"
"75","V1M2X2",7,103656,5915,933,59010,"V1M",59152368,1,49.081245,-122.652376,1,59,1,"Langley","DM",1,1,502.03,20,9959,973,1,1,1,"LANGLEY","A","A",19941101,19000001,"Langley - Abbotsford","Vancouver","Greater Vancouver Regional District"
"76","V1M2X2",7,101712,5915,933,59010,"V1M",59152425,3,49.169596,-122.649245,0,59,1,"Langley","DM",1,1,504.02,20,9959,1253,2,1,1,"LANGLEY","A","A",19941101,19000001,"Langley - Abbotsford","Vancouver","Greater Vancouver Regional District"
"77","V1M2X2",7,92723,5915,933,59010,"V1M",59152425,4,49.169776,-122.649245,0,59,1,"Langley","DM",1,1,504.02,20,9959,1253,2,1,1,"LANGLEY","A","A",19941101,19000001,"Langley - Abbotsford","Vancouver","Greater Vancouver Regional District"
"78","V2Y1G8",9,100877,5915,933,59010,"V2Y",59152396,1,49.125641,-122.676774,1,59,1,"Langley","DM",1,1,504.01,20,9959,973,1,1,1,"LANGLEY","A","A",19830501,19000001,"Langley - Abbotsford","Vancouver","Greater Vancouver Regional District"
"79","V2Y1G8",9,100878,5915,933,59010,"V2Y",59152396,1,49.120375,-122.676884,0,59,1,"Langley","DM",1,1,504.01,20,9959,973,1,1,1,"LANGLEY","A","A",19830501,19000001,"Langley - Abbotsford","Vancouver","Greater Vancouver Regional District"
"80","V2Y1S3",10,103645,5915,933,59010,"V2Y",59152790,2,49.147266,-122.671025,0,59,1,"Langley","DM",1,1,504.01,20,9959,9959,3,1,1,"LANGLEY","A","A",19940701,19000001,"Langley - Abbotsford","Vancouver","Greater Vancouver Regional District"
"81","V2Y1S3",10,95625,5915,933,59010,"V2Y",59152790,2,49.143558,-122.668166,0,59,1,"Langley","DM",1,1,504.01,20,9959,9959,3,1,1,"LANGLEY","A","A",19940701,19000001,"Langley - Abbotsford","Vancouver","Greater Vancouver Regional District"
"82","V2Y1S3",10,79219,5915,933,59010,"V2Y",59152789,8,49.150348,-122.66807,1,59,1,"Langley","DM",1,1,504.01,20,9959,9959,3,1,1,"LANGLEY","A","A",19940701,19000001,"Langley - Abbotsford","Vancouver","Greater Vancouver Regional District"
"83","V2Y1S3",10,95626,5915,933,59010,"V2Y",59152790,2,49.145556,-122.671016,0,59,1,"Langley","DM",1,1,504.01,20,9959,9959,3,1,1,"LANGLEY","A","A",19940701,19000001,"Langley - Abbotsford","Vancouver","Greater Vancouver Regional District"
"84","V2Y1S3",10,79220,5915,933,59010,"V2Y",59152790,1,49.14612,-122.669435,0,59,1,"Langley","DM",1,1,504.01,20,9959,9959,3,1,1,"LANGLEY","A","A",19940701,19000001,"Langley - Abbotsford","Vancouver","Greater Vancouver Regional District"
"85","V2Y1S3",10,154309,5915,933,59010,"V2Y",59152790,2,49.14594,-122.669437,0,59,1,"Langley","DM",1,1,504.01,20,9959,9959,3,1,1,"LANGLEY","A","A",19940701,19000001,"Langley - Abbotsford","Vancouver","Greater Vancouver Regional District"
"86","V2Y1S4",11,92467,5915,933,59010,"V2Y",59152790,4,49.143556,-122.667892,1,59,1,"Langley","DM",1,1,504.01,20,9959,9959,3,1,1,"LANGLEY","A","A",19940701,19000001,"Langley - Abbotsford","Vancouver","Greater Vancouver Regional District"
"87","V2Y2B5",12,103474,5915,933,59010,"V2Y",59152789,10,49.155727,-122.648392,0,59,1,"Langley","DM",1,1,504.01,20,9959,9959,3,1,1,"LANGLEY","A","A",19950401,19000001,"Langley - Abbotsford","Vancouver","Greater Vancouver Regional District"
"88","V2Y2B5",12,94726,5915,933,59010,"V2Y",59152405,1,49.155626,-122.654197,1,59,1,"Langley","DM",1,1,504.01,20,9959,9959,3,1,1,"LANGLEY","A","A",19950401,19000001,"Langley - Abbotsford","Vancouver","Greater Vancouver Regional District"
"89","V2Z1K6",13,94333,5915,933,59010,"V2Z",59152556,1,49.029311,-122.595586,0,59,1,"Langley","DM",1,1,500,20,9959,9959,3,1,1,"LANGLEY","A","A",19921001,19000001,"Langley - Abbotsford","Vancouver","Greater Vancouver Regional District"
"90","V2Z1K6",13,95429,5915,933,59010,"V2Z",59152556,1,49.025132,-122.592945,0,59,1,"Langley","DM",1,1,500,20,9959,9959,3,2,1,"LANGLEY","A","A",19921001,19000001,"Langley - Abbotsford","Vancouver","Greater Vancouver Regional District"
"91","V2Z1K6",13,94331,5915,933,59010,"V2Z",59152503,6,49.031211,-122.599789,0,59,1,"Langley","DM",1,1,500,20,9959,9959,3,1,1,"LANGLEY","A","A",19921001,19000001,"Langley - Abbotsford","Vancouver","Greater Vancouver Regional District"
"92","V2Z1K6",13,94332,5915,933,59010,"V2Z",59152556,1,49.030904,-122.589024,1,59,1,"Langley","DM",1,1,500,20,9959,9959,3,1,1,"LANGLEY","A","A",19921001,19000001,"Langley - Abbotsford","Vancouver","Greater Vancouver Regional District"
"93","V2Z1K6",13,107456,5915,933,59010,"V2Z",59152556,1,49.023863,-122.60357,0,59,1,"Langley","DM",1,1,500,20,9959,9959,3,1,1,"LANGLEY","A","A",19921001,19000001,"Langley - Abbotsford","Vancouver","Greater Vancouver Regional District"
"94","V2Z1K6",13,94334,5915,933,59010,"V2Z",59152556,1,49.029313,-122.595859,0,59,1,"Langley","DM",1,1,500,20,9959,9959,3,1,1,"LANGLEY","A","A",19921001,19000001,"Langley - Abbotsford","Vancouver","Greater Vancouver Regional District"
"95","V2Z1R6",14,103221,5915,933,59010,"V2Z",59152557,4,49.013257,-122.620382,0,59,1,"Langley","DM",1,1,502.05,20,9959,9959,3,1,1,"LANGLEY","A","A",19950401,19000001,"Langley - Abbotsford","Vancouver","Greater Vancouver Regional District"
"96","V2Z1R6",14,103584,5915,933,59010,"V2Z",59152557,4,49.013077,-122.620392,1,59,1,"Langley","DM",1,1,502.05,20,9959,9959,3,1,1,"LANGLEY","A","A",19950401,19000001,"Langley - Abbotsford","Vancouver","Greater Vancouver Regional District"
"97","V2Z1X5",15,106599,5915,933,59010,"V2Z",59152559,1,49.041908,-122.660137,0,59,1,"Langley","DM",1,1,502.02,20,9959,9959,3,1,1,"LANGLEY","A","A",19950401,19000001,"Langley - Abbotsford","Vancouver","Greater Vancouver Regional District"
"98","V2Z1X5",15,94571,5915,933,59010,"V2Z",59152559,2,49.041874,-122.659868,1,59,1,"Langley","DM",1,1,502.02,20,9959,9959,3,1,1,"LANGLEY","A","A",19950401,19000001,"Langley - Abbotsford","Vancouver","Greater Vancouver Regional District"
"99","V2Z1Y8",16,95687,5915,933,59010,"V2Z",59152560,1,49.043123,-122.674805,0,59,1,"Langley","DM",1,1,502.02,20,9959,973,1,1,1,"LANGLEY","A","A",19950401,19000001,"Langley - Abbotsford","Vancouver","Greater Vancouver Regional District"
"100","V2Z1Y8",16,95688,5915,933,59010,"V2Z",59152560,1,49.040315,-122.676447,0,59,1,"Langley","DM",1,1,502.02,20,9959,973,1,1,1,"LANGLEY","A","A",19950401,19000001,"Langley - Abbotsford","Vancouver","Greater Vancouver Regional District"
"101","V2Z1Y8",16,103344,5915,933,59010,"V2Z",59152560,1,49.040495,-122.676457,0,59,1,"Langley","DM",1,1,502.02,20,9959,973,1,1,1,"LANGLEY","A","A",19950401,19000001,"Langley - Abbotsford","Vancouver","Greater Vancouver Regional District"
"102","V2Z1Y8",16,103345,5915,933,59010,"V2Z",59152560,2,49.043122,-122.674532,1,59,1,"Langley","DM",1,1,502.02,20,9959,973,1,1,1,"LANGLEY","A","A",19950401,19000001,"Langley - Abbotsford","Vancouver","Greater Vancouver Regional District"
"103","V2Z2C2",17,106696,5915,933,59010,"V2Z",59152562,3,49.049512,-122.652552,0,59,1,"Langley","DM",1,1,502.02,20,9959,973,1,1,1,"LANGLEY","A","A",19950401,19000001,"Langley - Abbotsford","Vancouver","Greater Vancouver Regional District"
