DAuid,CSDUID,PR-HRUID,HRNAME,POP2001
59152416,5915001,5923,Fraser South                                                ,383
59152417,5915001,5923,Fraser South                                                ,692
59152418,5915001,5923,Fraser South                                                ,1760
59152419,5915001,5923,Fraser South                                                ,373
59152420,5915001,5923,Fraser South                                                ,565
59152421,5915001,5923,Fraser South                                                ,481
59152422,5915001,5923,Fraser South                                                ,498
59152423,5915001,5923,Fraser South                                                ,651
59152424,5915001,5923,Fraser South                                                ,349
59152425,5915001,5923,Fraser South                                                ,992
59152426,5915001,5923,Fraser South                                                ,1284
59152427,5915001,5923,Fraser South                                                ,1529
59152428,5915001,5923,Fraser South                                                ,866
59152429,5915001,5923,Fraser South                                                ,1390
59152431,5915001,5923,Fraser South                                                ,731
59152432,5915001,5923,Fraser South                                                ,880
59152433,5915813,5923,Fraser South                                                ,31
59152434,5915001,5923,Fraser South                                                ,630
59152435,5915075,5922,Fraser North                                                ,682
59152436,5915075,5922,Fraser North                                                ,564
59152437,5915075,5922,Fraser North                                                ,528
59152438,5915075,5922,Fraser North                                                ,996
59152439,5915075,5922,Fraser North                                                ,434
59152440,5915075,5922,Fraser North                                                ,637
59152441,5915075,5922,Fraser North                                                ,361
59152442,5915075,5922,Fraser North                                                ,757
59152443,5915075,5922,Fraser North                                                ,446
59152444,5915075,5922,Fraser North                                                ,367
59152445,5915075,5922,Fraser North                                                ,467
59152446,5915075,5922,Fraser North                                                ,529
59152447,5915075,5922,Fraser North                                                ,849
59152448,5915075,5922,Fraser North                                                ,411
59152449,5915075,5922,Fraser North                                                ,420
59152450,5915075,5922,Fraser North                                                ,875
59152451,5915075,5922,Fraser North                                                ,445
59152452,5915075,5922,Fraser North                                                ,325
59152453,5915075,5922,Fraser North                                                ,684
59152454,5915075,5922,Fraser North                                                ,716
59152455,5915075,5922,Fraser North                                                ,730
59152456,5915075,5922,Fraser North                                                ,1013
59152457,5915075,5922,Fraser North                                                ,1034
59152458,5915075,5922,Fraser North                                                ,436
59152459,5915075,5922,Fraser North                                                ,394
59152460,5915075,5922,Fraser North                                                ,570
59152461,5915075,5922,Fraser North                                                ,504
59152462,5915075,5922,Fraser North                                                ,858
59152463,5915075,5922,Fraser North                                                ,745
59152464,5915075,5922,Fraser North                                                ,586
59152465,5915075,5922,Fraser North                                                ,338
59152466,5915075,5922,Fraser North                                                ,565
59152467,5915075,5922,Fraser North                                                ,430
59152468,5915075,5922,Fraser North                                                ,465
59152469,5915075,5922,Fraser North                                                ,430
59152470,5915075,5922,Fraser North                                                ,396
59152471,5915075,5922,Fraser North                                                ,417
59152472,5915075,5922,Fraser North                                                ,539
59152473,5915075,5922,Fraser North                                                ,1188
59152474,5915075,5922,Fraser North                                                ,875
59152475,5915075,5922,Fraser North                                                ,1553
59152476,5915075,5922,Fraser North                                                ,1527
59152477,5915075,5922,Fraser North                                                ,673
59152478,5915075,5922,Fraser North                                                ,411
59152479,5915075,5922,Fraser North                                                ,742
59152480,5915075,5922,Fraser North                                                ,563
59152481,5915075,5922,Fraser North                                                ,970
59152482,5915075,5922,Fraser North                                                ,258
59152483,5915075,5922,Fraser North                                                ,307
59152484,5915075,5922,Fraser North                                                ,1241
59152485,5915075,5922,Fraser North                                                ,894
59152486,5915001,5923,Fraser South                                                ,44
59152487,5915816,5923,Fraser South                                                ,59
59152488,5915001,5923,Fraser South                                                ,1127
59152489,5915001,5923,Fraser South                                                ,1382
59152490,5915001,5923,Fraser South                                                ,1244
59152491,5915001,5923,Fraser South                                                ,588
59152492,5915001,5923,Fraser South                                                ,559
59152493,5915001,5923,Fraser South                                                ,959
59152494,5915001,5923,Fraser South                                                ,611
59152495,5915001,5923,Fraser South                                                ,467
59152496,5915001,5923,Fraser South                                                ,269
59152497,5915001,5923,Fraser South                                                ,1050
59152498,5915001,5923,Fraser South                                                ,395
59152499,5915001,5923,Fraser South                                                ,601
59152500,5915001,5923,Fraser South                                                ,702
59152501,5915001,5923,Fraser South                                                ,651
59152502,5915001,5923,Fraser South                                                ,632
59152503,5915001,5923,Fraser South                                                ,808
59152504,5915001,5923,Fraser South                                                ,835
59152505,5915001,5923,Fraser South                                                ,729
59152506,5915001,5923,Fraser South                                                ,219
59152507,5915001,5923,Fraser South                                                ,504
59152508,5915001,5923,Fraser South                                                ,696
59152509,5915001,5923,Fraser South                                                ,1277
59152510,5915001,5923,Fraser South                                                ,412
59152511,5915001,5923,Fraser South                                                ,461
59152512,5915001,5923,Fraser South                                                ,661
59152513,5915001,5923,Fraser South                                                ,225
59152514,5915001,5923,Fraser South                                                ,480
59152515,5915001,5923,Fraser South                                                ,941
59152516,5915001,5923,Fraser South                                                ,501
59152517,5915001,5923,Fraser South                                                ,485
59152518,5915001,5923,Fraser South                                                ,508
59152519,5915001,5923,Fraser South                                                ,426
59152520,5915001,5923,Fraser South                                                ,462
59152521,5915001,5923,Fraser South                                                ,971
59152522,5915001,5923,Fraser South                                                ,246
59152523,5915001,5923,Fraser South                                                ,946
59152524,5915001,5923,Fraser South                                                ,756
59152525,5915001,5923,Fraser South                                                ,83
59152526,5915001,5923,Fraser South                                                ,0
59152527,5915001,5923,Fraser South                                                ,1289
59152528,5915001,5923,Fraser South                                                ,411
59152529,5915001,5923,Fraser South                                                ,1157
59152530,5915001,5923,Fraser South                                                ,699
59152531,5915001,5923,Fraser South                                                ,771
59152532,5915001,5923,Fraser South                                                ,740
59152533,5915001,5923,Fraser South                                                ,975
59152534,5915075,5922,Fraser North                                                ,768
59152535,5915835,5922,Fraser North                                                ,0
59152536,5915075,5922,Fraser North                                                ,1073
59152537,5915075,5922,Fraser North                                                ,694
59152538,5915075,5922,Fraser North                                                ,368
59152539,5915075,5922,Fraser North                                                ,643
59152540,5915075,5922,Fraser North                                                ,372
59152541,5915075,5922,Fraser North                                                ,316
59152542,5915075,5922,Fraser North                                                ,452
59152543,5915075,5922,Fraser North                                                ,268
59152544,5915075,5922,Fraser North                                                ,741
59152545,5915075,5922,Fraser North                                                ,776
59152546,5915075,5922,Fraser North                                                ,719
59152547,5915075,5922,Fraser North                                                ,622
59152548,5915075,5922,Fraser North                                                ,727
59152549,5915075,5922,Fraser North                                                ,1057
59152550,5915075,5922,Fraser North                                                ,533
59152551,5915840,5922,Fraser North                                                ,5
59152552,5915001,5923,Fraser South                                                ,898
59152553,5915001,5923,Fraser South                                                ,828
59152554,5915825,5923,Fraser South                                                ,401
59152555,5915825,5923,Fraser South                                                ,16
59152556,5915001,5923,Fraser South                                                ,860
59152557,5915001,5923,Fraser South                                                ,792
59152558,5915001,5923,Fraser South                                                ,780
59152559,5915001,5923,Fraser South                                                ,470
59152560,5915001,5923,Fraser South                                                ,593
59152561,5915001,5923,Fraser South                                                ,457
59152562,5915001,5923,Fraser South                                                ,521
59152563,5915001,5923,Fraser South                                                ,465
59152564,5915001,5923,Fraser South                                                ,580
59152565,5915001,5923,Fraser South                                                ,923
59152566,5915001,5923,Fraser South                                                ,560
59152567,5915001,5923,Fraser South                                                ,488
59152568,5915001,5923,Fraser South                                                ,353
59152569,5915001,5923,Fraser South                                                ,517
59152570,5915001,5923,Fraser South                                                ,525
59152571,5915001,5923,Fraser South                                                ,373
59152572,5915004,5923,Fraser South                                                ,466
59152573,5915004,5923,Fraser South                                                ,342
59152574,5915004,5923,Fraser South                                                ,469
59152575,5915004,5923,Fraser South                                                ,411
59152576,5915004,5923,Fraser South                                                ,654
59152577,5915004,5923,Fraser South                                                ,466
59152578,5915004,5923,Fraser South                                                ,588
59152579,5915801,5923,Fraser South                                                ,131
59152580,5915004,5923,Fraser South                                                ,637
59152581,5915007,5923,Fraser South                                                ,496
59152582,5915007,5923,Fraser South                                                ,565
59152583,5915007,5923,Fraser South                                                ,510
59152584,5915007,5923,Fraser South                                                ,473
59152585,5915007,5923,Fraser South                                                ,541
59152586,5915007,5923,Fraser South                                                ,347
59152587,5915007,5923,Fraser South                                                ,407
59152588,5915007,5923,Fraser South                                                ,497
59152589,5915007,5923,Fraser South                                                ,478
59152590,5915007,5923,Fraser South                                                ,526
59152591,5915007,5923,Fraser South                                                ,768
59152592,5915007,5923,Fraser South                                                ,480
59152593,5915007,5923,Fraser South                                                ,376
59152594,5915007,5923,Fraser South                                                ,605
59152595,5915007,5923,Fraser South                                                ,641
59152596,5915007,5923,Fraser South                                                ,490
59152597,5915007,5923,Fraser South                                                ,477
59152598,5915007,5923,Fraser South                                                ,617
59152599,5915004,5923,Fraser South                                                ,397
59152600,5915004,5923,Fraser South                                                ,467
59152601,5915004,5923,Fraser South                                                ,454
59152602,5915004,5923,Fraser South                                                ,633
59152603,5915004,5923,Fraser South                                                ,612
59152604,5915004,5923,Fraser South                                                ,668
59152605,5915007,5923,Fraser South                                                ,637
59152606,5915007,5923,Fraser South                                                ,554
59152607,5915004,5923,Fraser South                                                ,589
59152608,5915007,5923,Fraser South                                                ,519
59152609,5915004,5923,Fraser South                                                ,545
59152610,5915004,5923,Fraser South                                                ,376
59152611,5915004,5923,Fraser South                                                ,513
59152612,5915004,5923,Fraser South                                                ,350
59152613,5915004,5923,Fraser South                                                ,549
59152614,5915004,5923,Fraser South                                                ,549
59152615,5915004,5923,Fraser South                                                ,723
59152616,5915004,5923,Fraser South                                                ,639
59152617,5915004,5923,Fraser South                                                ,372
59152618,5915004,5923,Fraser South                                                ,446
59152619,5915004,5923,Fraser South                                                ,410
59152620,5915004,5923,Fraser South                                                ,473
59152621,5915004,5923,Fraser South                                                ,602
59152622,5915007,5923,Fraser South                                                ,513
59152623,5915007,5923,Fraser South                                                ,512
59152624,5915007,5923,Fraser South                                                ,696
59152625,5915007,5923,Fraser South                                                ,442
59152626,5915007,5923,Fraser South                                                ,475
59152627,5915007,5923,Fraser South                                                ,451
59152628,5915007,5923,Fraser South                                                ,609
59152629,5915007,5923,Fraser South                                                ,448
59152630,5915007,5923,Fraser South                                                ,465
59152631,5915004,5923,Fraser South                                                ,5
59152632,5915004,5923,Fraser South                                                ,544
59152633,5915004,5923,Fraser South                                                ,572
59152634,5915004,5923,Fraser South                                                ,492
59152635,5915004,5923,Fraser South                                                ,491
59152636,5915004,5923,Fraser South                                                ,487
59152637,5915004,5923,Fraser South                                                ,539
59152638,5915004,5923,Fraser South                                                ,456
59152639,5915004,5923,Fraser South                                                ,387
59152640,5915004,5923,Fraser South                                                ,444
59152641,5915004,5923,Fraser South                                                ,663
59152642,5915004,5923,Fraser South                                                ,588
59152643,5915004,5923,Fraser South                                                ,687
59152644,5915004,5923,Fraser South                                                ,814
59152645,5915004,5923,Fraser South                                                ,585
59152646,5915004,5923,Fraser South                                                ,619
59152647,5915004,5923,Fraser South                                                ,444
59152648,5915004,5923,Fraser South                                                ,439
59152649,5915004,5923,Fraser South                                                ,885
59152650,5915004,5923,Fraser South                                                ,1151
59152651,5915004,5923,Fraser South                                                ,781
59152652,5915004,5923,Fraser South                                                ,1052
59152653,5915004,5923,Fraser South                                                ,515
59152654,5915004,5923,Fraser South                                                ,496
59152655,5915004,5923,Fraser South                                                ,413
59152656,5915004,5923,Fraser South                                                ,1047
59152657,5915004,5923,Fraser South                                                ,553
59152658,5915004,5923,Fraser South                                                ,868
59152659,5915004,5923,Fraser South                                                ,513
59152660,5915004,5923,Fraser South                                                ,844
59152661,5915004,5923,Fraser South                                                ,687
59152662,5915004,5923,Fraser South                                                ,504
59152663,5915004,5923,Fraser South                                                ,783
59152664,5915004,5923,Fraser South                                                ,833
59152665,5915004,5923,Fraser South                                                ,522
59152666,5915004,5923,Fraser South                                                ,403
59152667,5915004,5923,Fraser South                                                ,873
59152668,5915004,5923,Fraser South                                                ,567
59152669,5915004,5923,Fraser South                                                ,726
59152670,5915004,5923,Fraser South                                                ,575
59152671,5915007,5923,Fraser South                                                ,559
59152672,5915004,5923,Fraser South                                                ,485
59152673,5915007,5923,Fraser South                                                ,554
59152674,5915004,5923,Fraser South                                                ,617
59152675,5915004,5923,Fraser South                                                ,493
59152676,5915004,5923,Fraser South                                                ,754
59152677,5915007,5923,Fraser South                                                ,489
59152678,5915007,5923,Fraser South                                                ,1033
59152679,5915004,5923,Fraser South                                                ,707
59152680,5915004,5923,Fraser South                                                ,564
59152681,5915004,5923,Fraser South                                                ,477
59152682,5915004,5923,Fraser South                                                ,460
59152683,5915004,5923,Fraser South                                                ,464
59152684,5915004,5923,Fraser South                                                ,512
59152685,5915004,5923,Fraser South                                                ,452
59152686,5915004,5923,Fraser South                                                ,508
59152687,5915004,5923,Fraser South                                                ,670
59152688,5915004,5923,Fraser South                                                ,1954
59152689,5915004,5923,Fraser South                                                ,672
59152690,5915004,5923,Fraser South                                                ,522
59152691,5915004,5923,Fraser South                                                ,2110
59152692,5915004,5923,Fraser South                                                ,494
59152693,5915004,5923,Fraser South                                                ,841
59152694,5915011,5923,Fraser South                                                ,405
59152695,5915011,5923,Fraser South                                                ,487
59152696,5915011,5923,Fraser South                                                ,683
59152697,5915011,5923,Fraser South                                                ,537
59152698,5915011,5923,Fraser South                                                ,584
59152699,5915011,5923,Fraser South                                                ,590
59152700,5915011,5923,Fraser South                                                ,628
59152701,5915011,5923,Fraser South                                                ,500
59152702,5915011,5923,Fraser South                                                ,396
59152703,5915011,5923,Fraser South                                                ,594
59152704,5915011,5923,Fraser South                                                ,245
59152705,5915011,5923,Fraser South                                                ,426
59152706,5915011,5923,Fraser South                                                ,343
59152707,5915011,5923,Fraser South                                                ,1528
59152708,5915011,5923,Fraser South                                                ,920
59152709,5915011,5923,Fraser South                                                ,1186
59152710,5915011,5923,Fraser South                                                ,1026
59152711,5915011,5923,Fraser South                                                ,768
59152712,5915011,5923,Fraser South                                                ,487
59152713,5915011,5923,Fraser South                                                ,413
59152714,5915011,5923,Fraser South                                                ,404
59152715,5915011,5923,Fraser South                                                ,425
59152716,5915011,5923,Fraser South                                                ,693
59152717,5915011,5923,Fraser South                                                ,525
59152718,5915011,5923,Fraser South                                                ,682
59152719,5915011,5923,Fraser South                                                ,468
59152720,5915011,5923,Fraser South                                                ,406
59152721,5915011,5923,Fraser South                                                ,492
59152722,5915011,5923,Fraser South                                                ,802
59152723,5915011,5923,Fraser South                                                ,466
59152724,5915011,5923,Fraser South                                                ,383
59152725,5915011,5923,Fraser South                                                ,682
59152726,5915011,5923,Fraser South                                                ,545
59152727,5915011,5923,Fraser South                                                ,701
59152728,5915802,5923,Fraser South                                                ,221
59152729,5915802,5923,Fraser South                                                ,253
59152730,5915011,5923,Fraser South                                                ,421
59152731,5915011,5923,Fraser South                                                ,580
59152732,5915011,5923,Fraser South                                                ,443
59152733,5915011,5923,Fraser South                                                ,471
59152734,5915011,5923,Fraser South                                                ,501
59152735,5915011,5923,Fraser South                                                ,512
59152736,5915011,5923,Fraser South                                                ,515
59152737,5915011,5923,Fraser South                                                ,519
59152738,5915011,5923,Fraser South                                                ,467
59152739,5915011,5923,Fraser South                                                ,350
59152740,5915011,5923,Fraser South                                                ,539
59152741,5915011,5923,Fraser South                                                ,454
59152742,5915011,5923,Fraser South                                                ,446
59152743,5915011,5923,Fraser South                                                ,430
59152744,5915011,5923,Fraser South                                                ,619
59152745,5915011,5923,Fraser South                                                ,341
59152746,5915011,5923,Fraser South                                                ,891
59152747,5915011,5923,Fraser South                                                ,385
59152748,5915011,5923,Fraser South                                                ,452
59152749,5915011,5923,Fraser South                                                ,538
59152750,5915011,5923,Fraser South                                                ,656
59152751,5915011,5923,Fraser South                                                ,1058
59152752,5915011,5923,Fraser South                                                ,731
59152753,5915011,5923,Fraser South                                                ,682
59152754,5915011,5923,Fraser South                                                ,512
59152755,5915011,5923,Fraser South                                                ,567
59152756,5915011,5923,Fraser South                                                ,697
59152757,5915011,5923,Fraser South                                                ,312
59152758,5915011,5923,Fraser South                                                ,844
59152759,5915011,5923,Fraser South                                                ,400
59152760,5915011,5923,Fraser South                                                ,391
59152761,5915011,5923,Fraser South                                                ,460
59152762,5915011,5923,Fraser South                                                ,469
59152763,5915011,5923,Fraser South                                                ,696
59152764,5915011,5923,Fraser South                                                ,682
59152765,5915011,5923,Fraser South                                                ,703
59152766,5915011,5923,Fraser South                                                ,352
59152767,5915011,5923,Fraser South                                                ,438
59152768,5915011,5923,Fraser South                                                ,560
59152769,5915011,5923,Fraser South                                                ,656
59152770,5915810,5923,Fraser South                                                ,5
59152771,5915015,5931,Richmond                                                    ,0
59152772,5915020,5931,Richmond                                                    ,0
59152773,5915020,5932,Vancouver                                                   ,0
59152774,5915011,5923,Fraser South                                                ,581
59152775,5915011,5923,Fraser South                                                ,866
59152776,5915011,5923,Fraser South                                                ,606
59152777,5915001,5923,Fraser South                                                ,523
59152778,5915001,5923,Fraser South                                                ,615
59152779,5915002,5923,Fraser South                                                ,458
59152780,5915002,5923,Fraser South                                                ,464
59152781,5915002,5923,Fraser South                                                ,688
59152782,5915002,5923,Fraser South                                                ,467
59152783,5915002,5923,Fraser South                                                ,512
59152784,5915002,5923,Fraser South                                                ,468
59152785,5915002,5923,Fraser South                                                ,646
59152786,5915075,5922,Fraser North                                                ,456
59152787,5915075,5922,Fraser North                                                ,464
59152788,5915004,5923,Fraser South                                                ,1203
59152789,5915001,5923,Fraser South                                                ,550
59152790,5915001,5923,Fraser South                                                ,376
59152791,5915004,5923,Fraser South                                                ,1127
59152792,5915004,5923,Fraser South                                                ,649
59152793,5915004,5923,Fraser South                                                ,868
59152794,5915004,5923,Fraser South                                                ,2715
59152795,5915004,5923,Fraser South                                                ,470
59152796,5915004,5923,Fraser South                                                ,318
59152797,5915001,5923,Fraser South                                                ,1847
59152798,5915001,5923,Fraser South                                                ,318
59152799,5915004,5923,Fraser South                                                ,338
59152800,5915004,5923,Fraser South                                                ,412
59152801,5915004,5923,Fraser South                                                ,414
59152802,5915004,5923,Fraser South                                                ,351
59152803,5915004,5923,Fraser South                                                ,344
59152804,5915004,5923,Fraser South                                                ,782
59152805,5915004,5923,Fraser South                                                ,803
59152806,5915004,5923,Fraser South                                                ,377
59152807,5915004,5923,Fraser South                                                ,1946
59152808,5915004,5923,Fraser South                                                ,1371
59152809,5915004,5923,Fraser South                                                ,843
59152810,5915004,5923,Fraser South                                                ,1490
59152811,5915004,5923,Fraser South                                                ,1950
59152812,5915015,5931,Richmond                                                    ,1087
59152813,5915015,5931,Richmond                                                    ,428
59152814,5915015,5931,Richmond                                                    ,825
59152816,5915015,5931,Richmond                                                    ,1044
59152817,5915015,5931,Richmond                                                    ,762
59152818,5915029,5922,Fraser North                                                ,1469
59152819,5915029,5922,Fraser North                                                ,517
59152820,5915029,5922,Fraser North                                                ,415
59152821,5915029,5922,Fraser North                                                ,407
59152822,5915029,5922,Fraser North                                                ,720
59152823,5915029,5922,Fraser North                                                ,1025
59152824,5915029,5922,Fraser North                                                ,832
59152825,5915029,5922,Fraser North                                                ,700
59152826,5915029,5922,Fraser North                                                ,641
59152827,5915029,5922,Fraser North                                                ,564
59152828,5915029,5922,Fraser North                                                ,743
59152829,5915029,5922,Fraser North                                                ,684
59152830,5915029,5922,Fraser North                                                ,0
59152831,5915029,5922,Fraser North                                                ,644
59152832,5915029,5922,Fraser North                                                ,845
59152833,5915029,5922,Fraser North                                                ,487
59152834,5915029,5922,Fraser North                                                ,461
59152835,5915029,5922,Fraser North                                                ,510
59152836,5915029,5922,Fraser North                                                ,539
59152837,5915029,5922,Fraser North                                                ,452
59152838,5915029,5922,Fraser North                                                ,644
59152839,5915029,5922,Fraser North                                                ,585
59152840,5915029,5922,Fraser North                                                ,369
59152841,5915029,5922,Fraser North                                                ,421
59152842,5915029,5922,Fraser North                                                ,655
59152843,5915029,5922,Fraser North                                                ,522
59152844,5915029,5922,Fraser North                                                ,484
59152845,5915029,5922,Fraser North                                                ,413
59152846,5915029,5922,Fraser North                                                ,589
59152847,5915029,5922,Fraser North                                                ,470
59152848,5915029,5922,Fraser North                                                ,916
59152849,5915029,5922,Fraser North                                                ,632
59152850,5915029,5922,Fraser North                                                ,669
59152851,5915029,5922,Fraser North                                                ,547
59152852,5915029,5922,Fraser North                                                ,583
59152853,5915029,5922,Fraser North                                                ,957
59152854,5915029,5922,Fraser North                                                ,716
59152855,5915029,5922,Fraser North                                                ,401
59152856,5915029,5922,Fraser North                                                ,391
59152857,5915029,5922,Fraser North                                                ,506
59152858,5915029,5922,Fraser North                                                ,538
59152859,5915029,5922,Fraser North                                                ,441
59152860,5915029,5922,Fraser North                                                ,753
59152861,5915029,5922,Fraser North                                                ,632
59152862,5915029,5922,Fraser North                                                ,461
59152863,5915029,5922,Fraser North                                                ,487
59152864,5915029,5922,Fraser North                                                ,509
59152865,5915029,5922,Fraser North                                                ,1083
59152866,5915029,5922,Fraser North                                                ,455
59152867,5915029,5922,Fraser North                                                ,421
59152868,5915029,5922,Fraser North                                                ,423
59152869,5915029,5922,Fraser North                                                ,448
59152870,5915029,5922,Fraser North                                                ,398
59152871,5915029,5922,Fraser North                                                ,367
59152872,5915029,5922,Fraser North                                                ,584
59152873,5915029,5922,Fraser North                                                ,477
59152874,5915029,5922,Fraser North                                                ,625
59152875,5915029,5922,Fraser North                                                ,458
59152876,5915029,5922,Fraser North                                                ,546
59152877,5915029,5922,Fraser North                                                ,427
59152878,5915029,5922,Fraser North                                                ,458
59152879,5915029,5922,Fraser North                                                ,579
59152880,5915025,5922,Fraser North                                                ,377
59152881,5915025,5922,Fraser North                                                ,507
59152882,5915025,5922,Fraser North                                                ,450
59152883,5915025,5922,Fraser North                                                ,460
59152884,5915025,5922,Fraser North                                                ,692
59152885,5915029,5922,Fraser North                                                ,592
59152886,5915029,5922,Fraser North                                                ,478
59152887,5915029,5922,Fraser North                                                ,480
59152888,5915029,5922,Fraser North                                                ,473
59152889,5915029,5922,Fraser North                                                ,381
59152890,5915025,5922,Fraser North                                                ,554
59152891,5915025,5922,Fraser North                                                ,731
59152892,5915025,5922,Fraser North                                                ,610
59152893,5915025,5922,Fraser North                                                ,557
59152894,5915025,5922,Fraser North                                                ,480
59152895,5915025,5922,Fraser North                                                ,1225
59152896,5915025,5922,Fraser North                                                ,549
59152897,5915025,5922,Fraser North                                                ,876
59152898,5915025,5922,Fraser North                                                ,1003
59152899,5915025,5922,Fraser North                                                ,443
59152900,5915025,5922,Fraser North                                                ,495
59152901,5915025,5922,Fraser North                                                ,471
59152902,5915025,5922,Fraser North                                                ,741
59152903,5915025,5922,Fraser North                                                ,778
59152904,5915025,5922,Fraser North                                                ,458
59152905,5915025,5922,Fraser North                                                ,371
59152906,5915025,5922,Fraser North                                                ,685
59152907,5915025,5922,Fraser North                                                ,689
59152908,5915025,5922,Fraser North                                                ,558
59152909,5915025,5922,Fraser North                                                ,805
59152910,5915025,5922,Fraser North                                                ,456
59152911,5915025,5922,Fraser North                                                ,331
59152912,5915025,5922,Fraser North                                                ,382
59152913,5915025,5922,Fraser North                                                ,596
59152914,5915025,5922,Fraser North                                                ,445
59152915,5915025,5922,Fraser North                                                ,494
59152916,5915025,5922,Fraser North                                                ,537
59152917,5915025,5922,Fraser North                                                ,397
59152918,5915025,5922,Fraser North                                                ,601
59152919,5915025,5922,Fraser North                                                ,705
59152920,5915025,5922,Fraser North                                                ,825
59152921,5915029,5922,Fraser North                                                ,467
59152922,5915029,5922,Fraser North                                                ,322
59152923,5915029,5922,Fraser North                                                ,398
59152924,5915029,5922,Fraser North                                                ,466
59152925,5915029,5922,Fraser North                                                ,441
59152926,5915025,5922,Fraser North                                                ,532
59152927,5915025,5922,Fraser North                                                ,478
59152928,5915025,5922,Fraser North                                                ,598
59152929,5915029,5922,Fraser North                                                ,531
59152930,5915029,5922,Fraser North                                                ,611
59152931,5915029,5922,Fraser North                                                ,556
59152932,5915029,5922,Fraser North                                                ,562
59152933,5915029,5922,Fraser North                                                ,561
59152934,5915029,5922,Fraser North                                                ,462
