"","CTname","NoCert","EduPop","UniCert","Unemployed","LonePar","AveInc","HomeOwn","TotDwell","ParticipationRate","TotFam","No.High.school.completion","University.completion","Proportion.of.lone.parent.families","Home.ownership","Z.No.High.school.completion","Z.University.completion","Z.Unemployed","Z.Proportion.of.lone.parent.families","Z.AveInc","Z.Home.ownership","Z.ParticipationRate"
"42",9330029,270,4610,170,4.3,205,36222,1185,2350,72.1,1390,0.0585683297180043,0.0368763557483731,0.147482014388489,0.504255319148936,-1.58659306167257,0.0381737611562271,-1.00123396490038,-0.0726901124203305,0.491710998629195,-0.664043859425092,0.732955094965031
"43",9330030,585,5105,180,6.8,330,24308,1380,2260,65.7,1765,0.114593535749265,0.0352595494613124,0.186968838526912,0.610619469026549,-0.607040512723206,-0.0785688874197193,-0.177120372159962,0.694599243175135,-0.73972917470931,-0.142953388075366,-0.107663413206563
"44",9330031.01,365,4445,130,5.4,230,33962,1095,2335,72.9,1430,0.0821147356580427,0.0292463442069741,0.160839160839161,0.468950749464668,-1.17490440238783,-0.51275665217568,-0.638623984094599,0.186859661874063,0.258115666100655,-0.837005095694482,0.838032408486482
"45",9330031.02,365,3600,160,7.3,260,24205,860,1585,69.4,1215,0.101388888888889,0.0444444444444444,0.213991769547325,0.542586750788643,-0.837912407827719,0.58463299137315,-0.0122976536118778,1.21969610222533,-0.750375333669681,-0.476253670685483,0.37831916183014
"46",9330032,840,5665,295,11.4,335,23690,1320,2495,64.5,1890,0.148278905560459,0.0520741394527802,0.177248677248677,0.529058116232465,-0.0180807890865818,1.13554054920997,1.33924863848241,0.505721650555483,-0.803606128471538,-0.542532041411982,-0.265279383488738
"47",9330033,1110,5820,210,10.9,380,22865,1455,2495,65.7,2070,0.190721649484536,0.0360824742268041,0.183574879227053,0.583166332665331,0.723994090067574,-0.019149019083548,1.17442591993433,0.628649425712553,-0.888878760921116,-0.27744952970726,-0.107663413206563
"48",9330034.01,670,3700,90,5.9,240,20741,905,1510,59.8,1275,0.181081081081081,0.0243243243243243,0.188235294117647,0.599337748344371,0.55543704187652,-0.868154600614292,-0.473801265546514,0.719208411304199,-1.1084170291913,-0.198223863650796,-0.882608600427253
"49",9330034.02,950,4785,120,9.9,405,21429,1035,2040,61.1,1720,0.198537095088819,0.0250783699059561,0.23546511627907,0.507352941176471,0.860640435617449,-0.813708202767385,0.844780482838162,1.6369560550268,-1.03730482176668,-0.648868245045167,-0.711857965954897
"50",9330035.01,575,3070,125,10.7,155,21785,700,1320,60.4,1020,0.187296416938111,0.0407166123778502,0.151960784313725,0.53030303030303,0.664106844499515,0.315462224050279,1.1084968325151,0.0143392338180002,-1.00050838885511,-0.536433061064118,-0.803800615286166
"51",9330035.02,1055,5460,165,8.1,365,22636,1245,2485,60.3,1920,0.193223443223443,0.0302197802197802,0.190104166666667,0.501006036217304,0.767735802191304,-0.442469012114117,0.251418696065057,0.755523461833471,-0.912548376473787,-0.679962478399072,-0.816935279476347
"52",9330036.01,790,4225,125,6.3,280,21451,1185,1735,58.7,1545,0.18698224852071,0.029585798816568,0.181229773462783,0.68299711815562,0.658613879888327,-0.488246090513186,-0.341943090708047,0.583080435804372,-1.03503088490136,0.211633221635234,-1.02708990651925
"53",9330036.02,770,3945,125,8.8,225,22637,1210,1610,61,1420,0.195183776932826,0.0316856780735108,0.158450704225352,0.751552795031056,0.802010551323795,-0.336622814362487,0.482170502032376,0.140448298689913,-0.912445015707181,0.547495540074539,-0.724992630145079
"54",9330037.01,800,4080,125,9.1,345,21853,765,2075,68.9,1250,0.196078431372549,0.0306372549019608,0.276,0.368674698795181,0.817652814850147,-0.412324955586625,0.581064133161226,2.42461081045459,-0.993479856725931,-1.32826925348239,0.312645840879235
"55",9330037.02,600,2955,70,12.2,185,22034,490,1605,69.7,790,0.203045685279188,0.0236886632825719,0.234177215189873,0.305295950155763,0.939469257963579,-0.914052958509493,1.60296498815935,1.6119301680794,-0.974771557970327,-1.63876919204319,0.417723154400684
"56",9330038,430,3850,210,8.8,250,22559,555,2255,73.8,1045,0.111688311688312,0.0545454545454545,0.239234449760766,0.246119733924612,-0.657835857100669,1.31398361421623,0.482170502032376,1.71019996666822,-0.920507155502414,-1.92868043040748,0.956244386198111
"57",9330039.01,410,4805,185,5.5,190,35483,670,3150,81.5,1130,0.0853277835587929,0.0385015608740895,0.168141592920354,0.212698412698413,-1.11872702288261,0.155522853854441,-0.605659440384982,0.328757080269031,0.415327392107695,-2.09241541114046,1.96761352884206
"58",9330039.02,265,4070,160,9.2,200,34707,960,2660,73.6,1120,0.0651105651105651,0.0393120393120393,0.178571428571429,0.360902255639098,-1.47220770178591,0.21404402625288,0.614028676870843,0.531424730815598,0.335119437221789,-1.36634736600811,0.929975057817748
"59",9330040.01,265,3345,135,5,80,34212,330,2415,82.9,620,0.0792227204783259,0.0403587443946188,0.129032258064516,0.136645962732919,-1.22546880083576,0.289622111640207,-0.770482158933066,-0.431197081506755,0.283955857752043,-2.46500530205221,2.1514988275046
"60",9330040.02,225,3960,140,6.3,100,35415,605,2880,77.4,810,0.0568181818181818,0.0353535353535354,0.123456790123457,0.210069444444444,-1.61719289267279,-0.0717825691856262,-0.341943090708047,-0.539536946689173,0.408298859978517,-2.10529503560228,1.42909229704463
"61",9330041.01,165,3870,145,6.2,55,40810,760,2720,74.7,850,0.0426356589147287,0.0374677002583979,0.0647058823529412,0.279411764705882,-1.86516210947243,0.0808722123396709,-0.374907634417664,-1.68115689581096,0.965930195815451,-1.76557885875986,1.07445636390974
"62",9330041.02,200,4835,140,5.1,210,44662,1595,2885,78.1,1480,0.0413650465356774,0.0289555325749741,0.141891891891892,0.552859618717504,-1.88737767426539,-0.533754913023671,-0.737517615223449,-0.181314738018928,1.36407586878002,-0.425925683320162,1.5210349463759
"63",9330042,325,4785,200,6.2,215,37370,1380,2540,71.6,1485,0.0679205851619645,0.0417972831765935,0.144781144781145,0.543307086614173,-1.42307691764545,0.393492828145307,-0.374907634417664,-0.125172137647327,0.610369158692365,-0.472724660814325,0.667281774014125
"64",9330043.01,55,2955,70,10.3,130,41574,835,1510,70,935,0.0186125211505922,0.0236886632825719,0.13903743315508,0.552980132450331,-2.28518601473913,-0.914052958509493,0.976638657676629,-0.236781234819589,1.04489782150209,-0.425335272378928,0.457127146971227
"65",9330043.02,135,3215,65,5,185,50266,1130,1565,65,1180,0.0419906687402799,0.0202177293934681,0.156779661016949,0.722044728434505,-1.87643920801761,-1.16467421010213,-0.770482158933066,0.107977374665915,1.94330960483752,0.402932053701465,-0.199606062537832
"66",9330044,235,3830,130,3.6,135,65173,1225,2110,63.3,1240,0.0613577023498695,0.0339425587467363,0.108870967741935,0.580568720379147,-1.53782327990704,-0.173663139217232,-1.2319857708677,-0.822961772568177,3.48410855262643,-0.290175537597595,-0.422895353770912
"67",9330045.01,180,4185,120,4.3,135,57354,1115,2485,82.9,1155,0.043010752688172,0.028673835125448,0.116883116883117,0.448692152917505,-1.8586039174032,-0.554095077839924,-1.00123396490038,-0.667273466769742,2.67593071853765,-0.936254341194888,2.1514988275046
"68",9330045.02,200,4465,130,5.1,175,37090,1130,2590,78.1,1235,0.0447928331466965,0.0291153415453527,0.1417004048583,0.436293436293436,-1.82744577307426,-0.522215792587598,-0.737517615223449,-0.185035623803383,0.581428144042811,-0.996997111171443,1.5210349463759
"69",9330046,320,4490,100,4.7,190,34225,885,3020,78.4,1040,0.0712694877505568,0.022271714922049,0.182692307692308,0.293046357615894,-1.36452423575065,-1.0163647232686,-0.869375790061917,0.611499711625954,0.285299547717915,-1.69878138560453,1.56043893894645
"70",9330047.01,165,3245,125,6.7,105,46392,755,2305,77.2,745,0.0508474576271186,0.0385208012326656,0.140939597315436,0.327548806941432,-1.72158587066856,0.156912117638053,-0.210084915869579,-0.199819277389941,1.54288999500762,-1.52974983124667,1.40282296866427
"71",9330047.02,185,3895,155,6,100,38919,660,2710,82.8,850,0.0474967907573813,0.0397946084724005,0.117647058823529,0.243542435424354,-1.78016939950199,0.248888275902637,-0.440836721836897,-0.652428907047322,0.770474986164359,-1.94130691867306,2.13836416331442
"72",9330048,365,5820,220,7.7,250,38721,1435,3995,76.2,1465,0.0627147766323024,0.0378006872852234,0.170648464163823,0.359198998748436,-1.5140960030858,0.104915777585637,0.11956052122659,0.377469420725151,0.750009554376461,-1.37469182170118,1.27147632676246
"73",9330049.01,290,4650,150,5,180,45970,1495,2980,81.5,1370,0.0623655913978495,0.032258064516129,0.131386861313869,0.501677852348993,-1.52020120663067,-0.295293243927862,-0.770482158933066,-0.385443540944836,1.49927175150008,-0.676671172210612,1.96761352884206
"74",9330049.02,285,5020,255,3.6,330,46196,1430,3180,71.3,1680,0.0567729083665339,0.050796812749004,0.196428571428571,0.449685534591195,-1.61798446004225,1.04331026553961,-1.2319857708677,0.878416314327143,1.52263128475294,-0.931387647622205,0.627877781443582
"75",9330050.02,650,5235,230,13.1,375,21616,690,3345,67.1,1355,0.124164278892073,0.0439350525310411,0.276752767527675,0.20627802690583,-0.439704299168806,0.547851985751264,1.8996458815459,2.43923823425546,-1.01797635841145,-2.12386963573356,0.076221885455972
"76",9330050.03,555,4200,150,9.2,235,24799,980,2870,73.6,1050,0.132142857142857,0.0357142857142857,0.223809523809524,0.341463414634146,-0.3002057195797,-0.045734332655516,0.614028676870843,1.41047007571151,-0.688979038305985,-1.46158053276042,0.929975057817748
"77",9330050.04,510,2975,130,12.8,300,20168,555,1930,63.8,910,0.171428571428571,0.0436974789915966,0.32967032967033,0.287564766839378,0.386671211214544,0.530697819263745,1.80075225041705,3.46750736052868,-1.16764274845628,-1.72563634307626,-0.357222032820006
"78",9330051,995,5830,180,7.7,385,23048,1625,2615,59.9,2025,0.170668953687822,0.0308747855917667,0.190123456790123,0.621414913957935,0.373389948245811,-0.395173883087749,0.11956052122659,0.755898298420598,-0.869963740632301,-0.0900652345556034,-0.869473936237072
"79",9330052.01,935,4175,95,9.2,345,19780,1035,1905,54.8,1470,0.223952095808383,0.0227544910179641,0.23469387755102,0.543307086614173,1.30499986773641,-0.981505531689905,0.614028676870843,1.62196970756617,-1.20774672589923,-0.472724660814325,-1.53934180993631
"80",9330052.02,920,4750,115,7.9,390,23935,1195,1995,63.1,1770,0.193684210526316,0.0242105263157895,0.220338983050847,0.598997493734336,0.77579192224822,-0.876371466806208,0.185489608645824,1.34303216343582,-0.778282740653179,-0.199890810975868,-0.449164682151274
"81",9330053.01,1080,4950,125,8.7,305,23218,1255,2070,64.6,1725,0.218181818181818,0.0252525252525253,0.176811594202899,0.606280193236715,1.20411152554819,-0.801133192028711,0.449205958322759,0.497228458817358,-0.852392410309357,-0.164212010169771,-0.252144719298557
"82",9330053.02,325,2445,85,5,140,28652,700,1105,69.9,850,0.132924335378323,0.0347648261758691,0.164705882352941,0.633484162895928,-0.286542244659643,-0.114290734320652,-0.770482158933066,0.261995971853692,-0.290730004574807,-0.0309365654958466,0.443992482781046
"83",9330054.01,330,3150,95,9.6,195,24561,815,1540,71.6,1005,0.104761904761905,0.0301587301587302,0.194029850746269,0.529220779220779,-0.778938125890839,-0.446877175219213,0.745886851709311,0.831805504601712,-0.713578900758106,-0.541735136314264,0.667281774014125
"84",9330054.02,500,3315,135,9.1,190,23657,1020,1420,60.6,1155,0.150829562594268,0.0407239819004525,0.164502164502165,0.71830985915493,0.0265152557288467,0.315994345674385,0.581064133161226,0.25803742259438,-0.807017033769521,0.384634490137399,-0.777531286905803
"85",9330055.01,805,4245,100,12.5,330,21563,805,2355,63.6,1260,0.189634864546525,0.0235571260306243,0.261904761904762,0.341825902335456,0.704992590000011,-0.923550699396366,1.7018586192882,2.15071878720281,-1.02345447904154,-1.45980466290811,-0.383491361200368
"86",9330055.02,725,3840,145,11.6,245,27383,850,2430,70.2,1100,0.188802083333333,0.0377604166666667,0.222727272727273,0.349794238683128,0.690432126632074,0.102008008913703,1.40517772590165,1.38944028277142,-0.421894817397248,-1.42076684661325,0.483396475351589
"87",9330056.01,660,3445,100,15.3,360,19269,315,2340,68.9,945,0.191582002902758,0.0290275761973875,0.380952380952381,0.134615384615385,0.739036629729917,-0.528552951996644,2.62486584315747,4.46399601061311,-1.26056407763467,-2.47495334290616,0.312645840879235
"88",9330056.02,350,3710,150,9.9,245,26296,545,2290,77.1,985,0.0943396226415094,0.0404312668463612,0.248730964467005,0.237991266375546,-0.961162766193028,0.294858646879698,0.844780482838162,1.89473176451071,-0.534247970697479,-1.96850274827838,1.38968830447409
"89",9330057.01,550,2370,60,28.7,145,13348,75,1655,36.2,540,0.232067510548523,0.0253164556962025,0.268518518518519,0.0453172205438066,1.44689091567025,-0.79651704884616,7.04211470024614,2.27923418850338,-1.87256317670612,-2.91243554400744,-3.98238934931001
"90",9330057.02,710,4025,80,16.8,275,17432,535,2400,53.9,1050,0.17639751552795,0.0198757763975155,0.261904761904762,0.222916666666667,0.473548925781404,-1.18936516952966,3.11933399880173,2.15071878720281,-1.45043780588906,-2.04235498398699,-1.65755378764794
"91",9330058,775,3055,10,25,25,13819,120,2675,34.2,260,0.253682487725041,0.00327332242225859,0.0961538461538462,0.0448598130841121,1.82481020394429,-2.38815717413981,5.82242658299031,-1.07007488539154,-1.82388025563491,-2.9146764369121,-4.24508263311363
"92",9330059.03,275,6195,405,4.9,240,49309,1725,3660,73.3,1985,0.0443906376109766,0.0653753026634383,0.120906801007557,0.471311475409836,-1.83447781615092,2.09596050476083,-0.803446702642683,-0.589087133319922,1.84439335119601,-0.825439621830303,0.890571065247205
"93",9330059.04,540,5840,215,9.9,75,32173,1240,4300,73.5,1055,0.0924657534246575,0.0368150684931507,0.0710900473933649,0.288372093023256,-0.993925758028182,0.0337484712771149,0.844780482838162,-1.55710280975152,0.0732032546433292,-1.72168115721549,0.916840393627568
"94",9330059.05,560,6175,360,11.9,175,33504,1705,3955,70.1,1470,0.0906882591093117,0.0582995951417004,0.119047619047619,0.43109987357775,-1.02500371758746,1.58505400764537,1.5040713570305,-0.625213880889554,0.210776434995314,-1.02244098532091,0.470261811161407
"95",9330059.06,1225,4750,85,24.2,45,17639,330,4245,45.2,380,0.257894736842105,0.0178947368421053,0.118421052631579,0.0777385159010601,1.89845775746025,-1.33240754045757,5.55871023331338,-0.637389024170661,-1.42904212720171,-2.7535998075406,-2.8002695721937
"96",9330060.01,225,2795,120,6.5,80,31545,285,1995,78,580,0.0805008944543828,0.0429338103756708,0.137931034482759,0.142857142857143,-1.2031210280217,0.475556583377297,-0.276014003288813,-0.258280252348609,0.00829269321504475,-2.43457600061659,1.50790028218572
"97",9330060.02,460,5390,235,7.9,140,31442,675,3790,77,1125,0.0853432282003711,0.0435992578849722,0.124444444444444,0.178100263852243,-1.11845698660614,0.523605694359749,0.185489608645824,-0.520345313428287,-0.00235346574532674,-2.26191580869757,1.37655364028391
"98",9330061,440,4465,155,6,100,31442,320,3230,71.4,850,0.0985442329227324,0.0347144456886898,0.117647058823529,0.0990712074303406,-0.887648771152787,-0.117928493251286,-0.440836721836897,-0.652428907047322,-0.00235346574532674,-2.6490884444832,0.641012445633764
"99",9330062,265,3135,145,7.1,80,41096,685,2290,63,690,0.0845295055821372,0.0462519936204147,0.115942028985507,0.299126637554585,-1.13268422683055,0.715148365987176,-0.0782267410311116,-0.685560243239388,0.995491375064638,-1.66899337956267,-0.462299346341455
"100",9330063,285,3150,115,6.9,125,31341,560,2255,72.6,680,0.0904761904761905,0.0365079365079365,0.183823529411765,0.248337028824834,-1.02871155527056,0.0115717877107266,-0.144155828450345,0.633481078907229,-0.0127929031724871,-1.91781764209011,0.798628415915936
"101",9330064,310,3725,195,7.2,75,29299,350,2650,71.1,690,0.0832214765100671,0.0523489932885906,0.108695652173913,0.132075471698113,-1.1555539903247,1.15538656602754,-0.0452621973214946,-0.826368422055668,-0.223855588581017,-2.48739667480673,0.601608453063219
"102",9330065,475,5895,290,9,110,27008,690,4005,68.1,1085,0.0805767599660729,0.0491942324003393,0.101382488479263,0.172284644194757,-1.20179458478985,0.927594810969594,0.548099589451609,-0.968474372105277,-0.460655104874329,-2.29040721291597,0.207568527357784
"103",9330066,140,3470,175,7.4,85,40360,855,2180,74.1,920,0.0403458213256484,0.0504322766570605,0.0923913043478261,0.392201834862385,-1.90519795058674,1.01698867759454,0.0206668900977393,-1.1431868243923,0.919417850842954,-1.21300704871814,0.995648378768654
"104",9330067,530,5700,285,9.9,200,30348,750,3915,64.4,1305,0.0929824561403509,0.05,0.153256704980843,0.191570881226054,-0.984891655379384,0.985775833936847,0.844780482838162,0.0395209534237513,-0.115430144411797,-2.19592167096631,-0.278414047678918
"105",9330068,360,4475,165,7.3,65,38056,515,3285,71.9,875,0.0804469273743017,0.0368715083798883,0.0742857142857143,0.156773211567732,-1.20406459600829,0.0378237534650947,-0.0122976536118778,-1.49500611689183,0.681274644583771,-2.36639954443205,0.70668576658467
